precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRĂISTARU COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","STANCU RAMONA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DAIA LIVIU-IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"CENTRUL AFTER SCHOOL CERNĂTEȘTI",301,CERNĂTEŞTI,71723,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:05:40",362,347,0,4,11,246,231,0,4,11,228,18,382,136,186,31,11
17,DOLJ,"CONTAINER MODULAR",304,CERNĂTEŞTI,71723,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:50:14",335,327,0,1,7,219,211,0,1,7,206,13,400,181,146,12,48
17,DOLJ,"ŞCOALA GENERALĂ",303,CERNĂTEŞTI,71723,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:23",396,392,0,2,2,272,268,0,2,2,252,14,400,118,201,13,38
17,DOLJ,"ŞCOALA GENERALĂ",302,CERNĂTEŞTI,71723,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:42",239,223,0,8,8,156,140,0,8,8,149,7,250,94,117,20,12
