precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂJAN CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IORDACHE NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","DOBRE ILIE-PARTIDUL NAȚIONAL LIBERAL-voturi","ZAMFIR MIHAI-GABRIEL-PARTIDUL PRO ROMÂNIA-voturi","BOCŞE NICUŞOR-VICTORAŞ-FORȚA DREPTEI-voturi"
40,VÂLCEA,"LICEUL TEORETIC VIRGIL IERUNCA LĂDEȘTI",268,LĂDEŞTI,170685,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:48:02",818,688,1,89,40,579,450,0,89,40,556,17,760,170,16,361,109,3,67
40,VÂLCEA,"ȘCOALA PRIMARĂ CHIRICEȘTI",269,LĂDEŞTI,170685,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:12",407,354,0,42,11,279,226,0,42,11,272,7,390,111,34,160,45,1,32
40,VÂLCEA,"ȘCOALA PRIMARĂ GĂGENI",270,LĂDEŞTI,170685,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:51:04",230,189,0,32,9,163,122,0,32,9,158,5,262,99,2,102,35,1,18
40,VÂLCEA,"ȘCOALA PRIMARĂ OLTEANCA",271,LĂDEŞTI,170685,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:40",90,78,0,12,0,73,61,0,12,0,60,1,89,27,2,33,22,0,3
