precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
40,VÂLCEA,"SCOALA GIMNAZIALA COMUNA SINESTI",366,SINEŞTI,172992,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:20",716,642,0,53,21,481,407,0,53,21,464,17,720,239,382,82
40,VÂLCEA,"ȘCOALA PRIMARĂ, SAT POPEȘTI",368,SINEŞTI,172992,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:51",556,514,0,17,25,345,303,0,17,25,332,13,570,225,266,66
40,VÂLCEA,"ȘCOALA URZICA, SAT URZICA",367,SINEŞTI,172992,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:22",829,767,0,30,32,503,441,0,30,32,486,17,850,347,408,78
