precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARC GHEORGHE-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIHUŢ CORNEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TRIFU VIOLETA-voturi","MIHUŢ IONUŢ-GABRIEL-voturi"
13,CLUJ,"CĂMIN CULTURAL BĂLCEŞTI",339,BELIŞ,56014,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:12:35",131,125,0,6,0,86,80,0,6,0,84,2,139,53,11,16,45,12
13,CLUJ,"MAGAZINUL SǍTESC",341,BELIŞ,56014,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:42",111,104,0,7,0,82,77,0,5,0,81,1,114,32,26,16,30,9
13,CLUJ,"PRIMĂRIA BELIŞ",338,BELIŞ,56014,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:21",478,465,0,8,5,332,319,0,8,5,329,3,521,189,131,48,121,29
13,CLUJ,"ŞCOALA PRIMARĂ DEALU BOTII",340,BELIŞ,56014,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:52:28",61,52,0,9,0,42,33,0,9,0,39,3,56,14,9,6,20,4
13,CLUJ,"ŞCOALA PRIMARǍ POIANA HOREA",342,BELIŞ,56014,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:52",254,242,1,5,6,196,184,1,5,6,184,9,285,91,38,15,107,24
13,CLUJ,"ŞCOALA PRIMARĂ SMIDA",343,BELIŞ,56014,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:03:31",47,39,0,8,0,26,18,0,8,0,26,0,43,17,3,3,10,10
