precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STANOIEVICI FILIP-UNIUNEA SALVAȚI ROMÂNIA-voturi","GALEA ŞTEFAN-PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","BURTĂ LIVIU-TRAIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GALEA ADRIAN-IULIAN-PAVEL-FORȚA DREPTEI-voturi"
2,ARAD,"CĂMINUL CULTURAL CROCNA",257,DIECI,10701,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:03",312,272,0,15,25,246,206,0,15,25,241,5,320,74,23,144,73,1
2,ARAD,"CĂMINUL CULTURAL DIECI",256,DIECI,10701,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:12",650,585,1,16,48,494,429,1,16,48,479,13,640,148,0,280,192,7
2,ARAD,"CĂMINUL CULTURAL REVETIŞ",258,DIECI,10701,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:49:17",307,270,0,15,22,209,172,0,15,22,204,5,290,81,1,139,61,3
2,ARAD,"CĂMINUL CULTURAL ROŞIA",259,DIECI,10701,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:15:45",53,35,0,18,0,41,23,0,18,0,40,1,58,17,1,31,8,0
