precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL VAD",258,DRAGOMIREŞTI,122392,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:41:07",702,671,0,28,3,403,372,0,28,3,367,36,800,397,11,197,65,65,5,24
29,NEAMŢ,"SCOALA GENERALA",257,DRAGOMIREŞTI,122392,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:15",102,96,0,5,1,63,57,0,5,1,59,4,150,87,1,44,2,8,2,2
29,NEAMŢ,"SCOALA GENERALA",254,DRAGOMIREŞTI,122392,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:38:35",90,77,0,8,5,63,50,0,8,5,62,1,100,37,1,53,3,3,1,1
29,NEAMŢ,"SCOALA GENERALA",256,DRAGOMIREŞTI,122392,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:33:39",173,164,0,9,0,96,87,0,9,0,95,1,183,87,7,64,5,11,4,4
29,NEAMŢ,"ŞCOALA PRIMARĂ HLĂPEŞTI",255,DRAGOMIREŞTI,122392,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:35:16",649,618,0,13,18,376,345,0,13,18,357,19,700,324,4,304,9,23,16,1
