precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CURCĂ GHEORGHIŢĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","CERNESCU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ONOFREI GHEORGHE-UNIUNEA SALVAȚI ROMÂNIA-voturi","SÎRBU RADU-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CĂMIN CULTURAL PÂRCOVACI",297,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:52:38",1496,1486,0,7,3,803,793,0,7,3,773,30,1600,797,363,351,49,10
24,IAŞI,"LICEUL TEHNOLOGIC HÂRLĂU",292,"ORAŞ HÂRLĂU",95355,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:09:10",1826,1814,1,8,3,474,463,0,8,3,456,18,2000,1526,142,118,132,64
24,IAŞI,"LICEUL TEHNOLOGIC HÎRLĂU",291,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:12",1544,1535,0,9,0,380,371,0,9,0,364,16,1700,1320,119,138,80,27
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU RAREŞ” - CORP A",294,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:20",432,426,0,5,1,432,426,0,5,1,418,14,2000,1568,136,96,114,72
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU RAREŞ” - CORP C",296,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:05",1787,1778,0,7,2,457,448,0,7,2,435,22,2000,1543,152,143,95,45
24,IAŞI,"ŞCOALA GIMNAZIALĂ PETRU RAREŞ - CORP VECHI",293,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:55",1832,1824,0,7,1,513,505,0,7,1,505,8,2000,1479,190,110,157,48
24,IAŞI,"ŞCOALA GIMNAZIALĂ PETRU RAREŞ - SALA DE SPORT",295,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:34",1554,1545,0,5,4,574,565,0,5,4,533,41,1700,1126,247,157,82,47
24,IAŞI,"ŞCOALA GIMNAZIALĂ PÎRCOVACI - CORP ŞCOALĂ",298,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:54",1335,1326,0,8,1,693,684,0,8,1,652,41,1574,881,236,361,43,12
