precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MOISE DAN-voturi","ANDREIU LUCIAN-voturi"
10,BUZĂU,"ŞCOALA GIMNAZIALA URSOAIA",416,VIPEREŞTI,50326,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:54",818,786,0,8,24,497,465,0,8,24,478,19,870,373,108,242,53,74,1
10,BUZĂU,"ŞCOALA GIMNAZIALA VIPEREŞTI",413,VIPEREŞTI,50326,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:52",940,911,0,13,16,608,579,0,13,16,566,42,1003,395,213,300,22,7,24
10,BUZĂU,"ŞCOALA PRIMARA MUŞCEL",414,VIPEREŞTI,50326,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:09:36",87,73,0,12,2,50,36,0,12,2,47,3,80,30,18,28,1,0,0
10,BUZĂU,"ŞCOALA PRIMARA TRONARI",415,VIPEREŞTI,50326,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:59:37",788,748,0,17,23,506,466,0,17,23,497,9,820,314,137,292,27,0,41
