precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICOLAE ION-PARTIDUL NAȚIONAL LIBERAL-voturi","BUCURLESCU DORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANDONI TANŢA-LILIANA-PARTIDUL SOCIAL DEMOCRAT-voturi"
38,TULCEA,"CĂMINUL CULTURAL TRESTENIC",164,NALBANT,160993,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:00",288,274,0,5,9,172,158,0,5,9,166,6,303,131,67,3,96
38,TULCEA,"ŞCOALA GIMNAZIALĂ NALBANT",162,NALBANT,160993,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:49:48",763,745,1,6,11,412,395,0,6,11,395,17,834,422,112,33,250
38,TULCEA,"ȘCOALA PRIMARĂ NICOLAE BĂLCESCU",163,NALBANT,160993,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:52:32",1039,1007,1,16,15,582,551,0,16,15,562,20,1105,253,379,22,161
