precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENACHE-MIHALACHE AUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","STANA COZMIN-PETRUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",231,DOICEŞTI,65413,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:04",1555,1536,2,5,12,899,882,0,5,12,884,15,1690,786,122,762
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 DOICEȘTI",232,DOICEŞTI,65413,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:38",824,809,3,9,3,469,457,0,9,3,462,7,890,421,145,317
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR.3 DOICEȘTI",230,DOICEŞTI,65413,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:09",1539,1516,0,4,19,885,862,0,4,19,848,14,1676,814,165,683
