precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MATEI CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PÎLEA CORNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LAZA IONEL-ALIN-PARTIDUL SOCIAL DEMOCRAT-voturi","JUDE VIOREL-DAN-voturi"
5,BIHOR,"ȘCOALA GIMAZIALĂ NR.2 CHIȘCĂU",481,PIETROASA,30336,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:23:50",632,592,2,29,9,487,448,1,29,9,476,6,654,172,87,78,307,4
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1 PIETROASA",480,PIETROASA,30336,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:56:12",685,639,1,38,7,559,513,1,38,7,549,10,690,131,139,166,237,7
5,BIHOR,"ȘCOALA PRIMARĂ NR.1 GURANI",484,PIETROASA,30336,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:03",364,337,0,21,6,364,337,0,21,6,360,4,493,129,96,41,208,15
5,BIHOR,"ȘCOALA PRIMARĂ NR.2 COCIUBA MICĂ",482,PIETROASA,30336,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:44",371,362,0,6,3,248,239,0,6,3,236,12,391,143,62,76,97,1
5,BIHOR,"ȘCOALA PRIMARĂ NR.3 MĂGURA",485,PIETROASA,30336,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:07",242,228,0,12,2,189,175,0,12,2,188,1,254,65,32,18,135,3
5,BIHOR,"ȘCOALA PRIMARĂ NR.4 GIULEȘTI",483,PIETROASA,30336,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:27",124,118,0,5,1,98,92,0,5,1,97,1,123,25,3,20,74,0
5,BIHOR,"ȘCOALA PRIMARĂ NR.5 MOȚEȘTI",486,PIETROASA,30336,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:57:00",76,68,0,8,0,63,55,0,8,0,63,0,72,9,15,27,20,1
