precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL FOTOŞ",149,GHIDFALĂU,64345,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:31",297,291,0,0,6,215,209,0,0,6,209,6,300,85,203,6
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL GHIDFALĂU",147,GHIDFALĂU,64345,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:23:24",933,914,4,2,13,427,409,3,2,13,410,17,1059,632,367,43
15,COVASNA,"CLĂDIREA POPICĂRIEI ZOLTAN",150,GHIDFALĂU,64345,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:24",364,353,0,0,11,204,193,0,0,11,195,9,400,196,165,30
15,COVASNA,"ȘCOALA PRIMARĂ ”FORRÓ ELEK”",148,GHIDFALĂU,64345,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:56",558,545,4,1,8,269,260,0,1,8,263,6,600,331,243,20
