precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRICĂ FLORIN-voturi","PETRE NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","TRIFAN MIHAELA-ANDREEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IONIŢĂ ADRIAN-ANDREI-PARTIDUL NAȚIONAL LIBERAL-voturi","ENACHE CRISTIAN-VALENTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MIŞCĂ VASILE-SORIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
19,GIURGIU,"GRĂDINIŢA ”MARIN MOGESCU”",225,ULMI,105623,3,PART,PRCNCT,P,P_SV,"2024-06-11 17:38:57",669,653,0,16,0,458,442,0,16,0,447,11,715,257,13,246,18,28,43,99
19,GIURGIU,"GRADINITA NR.4 GHIONEA",226,ULMI,105623,2,PART,PRCNCT,P,P_SV,"2024-06-11 15:34:45",466,458,2,6,0,308,302,0,6,0,297,11,505,197,14,115,12,17,32,107
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:37",943,936,0,6,1,583,576,0,6,1,572,11,1046,463,24,199,32,53,127,137
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,3,PART,PRCNCT,P,P_SV,"2024-06-11 17:59:03",1016,1006,2,7,1,598,590,0,7,1,587,11,1111,513,34,200,23,56,161,113
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,4,PART,PRCNCT,P,P_SV,"2024-06-11 14:13:40",1116,1101,0,13,2,636,621,0,13,2,631,5,1210,574,13,168,79,126,101,144
19,GIURGIU,"SCOALA PRIMARA NR.2 ICOANA",227,ULMI,105623,2,PART,PRCNCT,P,P_SV,"2024-06-11 17:10:13",889,885,1,3,0,573,570,0,3,0,560,13,976,403,19,212,34,94,131,70
19,GIURGIU,"SCOALA PRIMARA NR.3 ULMI",224,ULMI,105623,2,PART,PRCNCT,P,P_SV,"2024-06-11 15:24:00",957,945,0,9,3,591,579,0,9,3,573,18,1046,455,31,126,23,111,87,195
