precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PINTILIE ADRIAN-GABRIEL-voturi","PARTIDUL PATRIOȚILOR-voturi"
19,GIURGIU,"GRĂDINIŢA CRIVINA",54,"ORAŞ BOLINTIN-VALE",101190,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:09:29",738,724,0,6,8,368,354,0,6,8,356,12,800,432,72,15,252,13,4
19,GIURGIU,"LICEU TEHNOLOGIC ”DIMITRIE BOLINTINEANU”",52,"ORAŞ BOLINTIN-VALE",101190,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:04:45",898,886,0,9,3,507,495,0,9,3,491,16,980,473,72,21,365,26,7
19,GIURGIU,PRIMĂRIE,53,"ORAŞ BOLINTIN-VALE",101190,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:06:57",1757,1727,1,10,19,828,799,0,10,19,805,23,1930,1102,164,35,573,26,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",51,"ORAŞ BOLINTIN-VALE",101190,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:01:58",1604,1598,0,3,3,638,632,0,3,3,595,43,1760,1122,191,11,384,3,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",49,"ORAŞ BOLINTIN-VALE",101190,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:46:57",1138,1130,0,3,5,641,633,0,3,5,623,18,1260,619,82,27,444,63,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",50,"ORAŞ BOLINTIN-VALE",101190,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:57:39",1392,1379,0,9,4,638,625,0,9,4,603,35,1525,887,97,18,472,8,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",55,"ORAŞ BOLINTIN-VALE",101190,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:11:48",1419,1405,0,9,5,593,579,0,9,5,569,24,1540,947,89,36,338,94,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",56,"ORAŞ BOLINTIN-VALE",101190,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:07:57",1543,1534,1,5,3,640,632,0,5,3,602,38,1692,1052,70,42,348,121,21
