precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"GRĂDINIȚA CU PROGRAM NORMAL TISMANA",104,"ORAŞ TISMANA",82430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:39",728,719,1,4,4,463,455,0,4,4,456,7,800,333,58,125,43,230
20,GORJ,"GRĂDINIȚA CU PROGRAM NORMAL TISMANA",105,"ORAŞ TISMANA",82430,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:04:00",1042,1034,0,5,3,661,653,0,5,3,619,4,1100,439,99,104,27,389
20,GORJ,"ȘCOALA GENERALĂ CELEI",106,"ORAŞ TISMANA",82430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:10",714,696,3,15,0,431,415,1,15,0,420,11,800,369,37,66,10,307
20,GORJ,"ȘCOALA GENERALĂ COSTENI",107,"ORAŞ TISMANA",82430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:38",882,863,1,17,1,573,554,1,17,1,547,26,900,327,57,66,8,416
20,GORJ,"ȘCOALA GENERALĂ POCRUIA",108,"ORAŞ TISMANA",82430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:05",841,824,0,14,3,592,575,0,14,3,559,17,900,254,52,174,13,320
20,GORJ,"ȘCOALA GENERALĂ SOHODOL",109,"ORAŞ TISMANA",82430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:18",682,678,0,3,1,476,472,0,3,1,459,17,800,324,36,134,13,276
20,GORJ,"ȘCOALA GENERALĂ TOPEȘTI",110,"ORAŞ TISMANA",82430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:17:49",856,839,2,10,5,517,502,0,10,5,510,7,930,413,176,52,30,252
