precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FAUR GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","STRAJICI ADINA-LIANA-PARTIDUL NAȚIONAL LIBERAL-voturi"
2,ARAD,"CĂMIN CULTURAL SLATINA DE MUREŞ",203,BÂRZAVA,10104,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:22",129,117,0,7,5,83,71,0,7,5,81,2,130,47,66,15
2,ARAD,"CĂMINUL CULTURAL BÂRZAVA",196,BÂRZAVA,10104,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:10:14",755,713,1,19,22,466,425,0,19,22,446,17,810,347,418,28
2,ARAD,"CĂMINUL CULTURAL DUMBRĂVIŢA",199,BÂRZAVA,10104,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:23",215,197,1,7,10,154,137,0,7,10,151,3,230,76,139,12
2,ARAD,"CENTRU LOCAL DE INFORMARE ȘI PROMOVARE TURISTICĂ CĂPRUȚA",198,BÂRZAVA,10104,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:50",206,193,0,9,4,112,99,0,9,4,105,7,210,98,94,11
2,ARAD,"ŞCOALA GENERALĂ BĂTUŢA",197,BÂRZAVA,10104,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:02",52,45,0,5,2,25,18,0,5,2,24,1,50,25,21,3
2,ARAD,"ŞCOALA GENERALĂ LALAŞINŢ",201,BÂRZAVA,10104,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:27:59",259,224,0,17,18,166,131,0,17,18,165,1,270,104,158,7
2,ARAD,"ŞCOALA GENERALĂ MONOROŞTIA",202,BÂRZAVA,10104,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:52",258,243,3,7,5,140,128,0,7,5,133,7,270,130,113,20
2,ARAD,"ŞCOALA GIMNAZIALĂ GROŞII NOI",200,BÂRZAVA,10104,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:20",155,148,0,6,1,96,89,0,6,1,90,6,160,64,81,9
