precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂDĂCEAN COSMIN-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞUMĂLAN IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL ŞUMAL",218,MARCA,141946,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:10",392,382,0,2,8,276,266,0,2,8,268,8,430,154,122,146
33,SĂLAJ,"ŞCOALA PRIMARĂ LEŞMIR",216,MARCA,141946,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:50",303,297,0,6,0,171,165,0,6,0,164,7,350,179,66,98
33,SĂLAJ,"ŞCOALA PRIMARĂ PORŢ",217,MARCA,141946,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:48",210,207,0,3,0,141,138,0,3,0,133,8,240,99,63,70
33,SĂLAJ,"SEDIUL PRIMĂRIEI MARCA",215,MARCA,141946,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:52:56",1135,1099,0,7,29,712,676,0,7,29,680,32,1121,406,394,286
