precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-IV POIANA NEGUSTORULUI",278,BLĂGEŞTI,21506,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:20",621,614,0,7,0,422,415,0,7,0,337,85,700,278,5,293,38,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV ŢÎRDENII MARI",279,BLĂGEŞTI,21506,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:30",557,553,1,3,0,279,276,0,3,0,263,16,604,325,15,172,47,29
4,BACĂU,"ŞCOALA CU CLASELE .I-VIII NR.1 BLĂGEŞTI",276,BLĂGEŞTI,21506,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:18",945,942,0,3,0,437,434,0,3,0,409,28,1000,563,33,265,68,43
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.1 BLĂGEŞTI",275,BLĂGEŞTI,21506,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:05",957,952,2,3,0,445,441,1,3,0,421,24,1000,555,42,225,92,62
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.1 BUDA",277,BLĂGEŞTI,21506,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:29",1588,1582,1,5,0,658,652,1,5,0,617,41,1700,1042,116,362,96,43
4,BACĂU,"ŞCOALA CU CLASELE.I-VIII NR.1 VALEA LUI ION",280,BLĂGEŞTI,21506,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:50:06",1157,1154,2,1,0,562,560,1,1,0,518,44,1300,738,31,321,97,69
