precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŢUŢU SORIN-voturi"
29,NEAMŢ,"ŞCOALA GENERALĂ",338,ONICENI,123255,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:15",1073,1063,2,8,0,726,718,0,8,0,668,57,1200,455,464,179,18,7
29,NEAMŢ,"ŞCOALA GENERALĂ",335,ONICENI,123255,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:05:47",619,617,0,2,0,356,354,0,2,0,340,16,700,344,295,13,20,12
29,NEAMŢ,"ŞCOALA GENERALĂ",337,ONICENI,123255,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:11",332,330,0,2,0,181,179,0,2,0,169,12,400,219,130,10,14,15
29,NEAMŢ,"ŞCOALA GENERALĂ",339,ONICENI,123255,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:00",281,277,0,4,0,163,159,0,4,0,156,7,281,118,127,2,17,10
29,NEAMŢ,"ŞCOALA GENERALĂ",336,ONICENI,123255,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:04",259,256,0,3,0,185,182,0,3,0,178,7,300,115,141,21,14,2
