precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DASCĂLU VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DOBREANU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","IVAŞCU NECULAI-IUSTINIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BULEU MARIUS-DANIEL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"IMOBIL PROPRIETATE PRIVATA VRABIE CALIPSA",783,VOINEŞTI,100219,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:20:59",112,109,0,3,0,51,48,0,3,0,44,7,207,156,1,13,27,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IOANID ROMANESCU” VOINEŞTI",778,VOINEŞTI,100219,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:27:05",1014,1010,0,4,0,441,437,0,4,0,409,32,1100,659,15,199,193,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IOANID ROMANESCU” VOINEŞTI",776,VOINEŞTI,100219,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:29",1176,1173,0,1,2,533,530,0,1,2,497,36,1300,767,29,226,236,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IOANID ROMANESCU” VOINEŞTI",777,VOINEŞTI,100219,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:52:58",789,786,0,3,0,369,366,0,3,0,345,24,900,531,9,144,188,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ SLOBOZIA DEAL",782,VOINEŞTI,100219,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:02",866,863,0,3,0,324,321,0,3,0,283,41,900,576,7,134,137,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ SLOBOZIA DEAL",781,VOINEŞTI,100219,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:36",912,908,0,4,0,366,362,0,4,0,345,21,1000,634,4,151,185,5
24,IAŞI,"ŞCOALA PRIMARĂ LUNGANI",779,VOINEŞTI,100219,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:54",500,493,0,6,1,295,288,0,6,1,281,13,504,210,6,196,76,3
24,IAŞI,"ŞCOALA PRIMARĂ SCHITU-STAVNIC",780,VOINEŞTI,100219,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:27",472,471,0,1,0,270,269,0,1,0,251,19,500,230,6,149,83,13
