precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPREA DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","NICULA IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TURCU FLORENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIHALACHI IUNIA-PARTIDUL S.O.S. ROMÂNIA-voturi","LAŢI VIOREL-FORȚA DREPTEI-voturi"
18,GALAŢI,"CENTRUL SOCIAL MULTIFUNCTIONAL INTEGRAT PENTRU PERSOANE VARSTNICE TIGANESTI",355,MUNTENI,75258,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:13",819,790,0,7,22,460,431,0,7,22,454,6,937,477,363,64,15,10,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 MUNTENI",353,MUNTENI,75258,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:49:47",1737,1709,1,9,18,1109,1082,0,9,18,1065,44,1800,691,489,540,15,21,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 MUNTENI - GRĂDINIȚA MUNTENI",352,MUNTENI,75258,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:21:49",1327,1292,2,14,19,796,762,1,14,19,764,32,1400,604,533,186,18,27,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 UNGURENI - SAT FRUNZEASCA",354,MUNTENI,75258,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:04:20",1022,1007,0,4,11,591,576,0,4,11,588,3,1200,609,391,159,18,20,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 UNGURENI - SAT UNGURENI",356,MUNTENI,75258,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:57:36",1070,1036,0,6,28,544,510,0,6,28,533,11,1200,656,329,145,37,18,4
