precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIME CĂTĂLIN-FLORIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CIURDARIU FLORIN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRAINIC MIRCEA-RĂZVAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BABA PETRU-TEODOR-PARTIDUL NAȚIONAL LIBERAL-voturi","VIDICAN CĂLIN-ADRIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BADEA CRISTIAN-MARCEL-voturi"
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CLOPOȚEL” LIVADA",459,NOJORID,30149,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:37",1369,1301,3,43,22,822,777,2,21,22,763,28,1435,644,50,46,235,388,26,18
5,BIHOR,"SCOALA CU CLASELE I-IV APATEU , LOC. APATEU NR 41",456,NOJORID,30149,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:22",383,367,5,10,1,232,221,0,10,1,231,1,402,170,37,14,29,126,6,19
5,BIHOR,"ȘCOALA CU CL. I-IV CHIȘIRID, LOC CHIȘIRID NR 168",457,NOJORID,30149,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:17",250,232,0,17,1,129,111,0,17,1,123,6,250,121,10,18,27,54,7,7
5,BIHOR,"ȘCOALA CU CL.I-IV PĂUȘA , NR 37/B",460,NOJORID,30149,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:35",295,288,0,7,0,149,142,0,7,0,146,3,311,162,8,52,22,45,11,8
5,BIHOR,"ȘCOALA CU CL. I-IV ȘAUAIEU, LOC. ȘAUAIEU NR 101",461,NOJORID,30149,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:25",262,256,0,6,0,138,132,0,6,0,135,3,281,143,6,12,38,77,1,1
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”DUMITRU RADU POPESCU”",454,NOJORID,30149,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:11:34",1320,1297,6,15,2,810,792,1,15,2,802,8,1396,586,74,34,132,472,42,48
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”DUMITRU RADU POPESCU”",455,NOJORID,30149,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:57",1359,1339,0,18,2,800,782,0,16,2,784,16,1469,669,115,43,98,446,46,36
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",458,NOJORID,30149,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:40",778,763,0,15,0,388,373,0,15,0,378,10,817,429,63,80,48,156,17,14
