precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
37,TIMIŞ,"CLĂDIRE ADMINISTRATIVĂ",383,"DUDEŞTII VECHI",156712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:48",546,529,0,13,4,252,235,0,13,4,238,14,606,354,17,11,71,126,13
37,TIMIŞ,"CONSILIUL LOCAL DUDEŞTII VECHI",382,"DUDEŞTII VECHI",156712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:24:37",1464,1439,2,8,15,853,830,0,8,15,795,58,1600,747,82,80,314,287,32
37,TIMIŞ,"LICEUL TEORETIC ”SFINȚII KIRIL ȘI METODII” DUDEȘTII VECHI",381,"DUDEŞTII VECHI",156712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:08:57",1591,1551,4,23,13,1023,987,0,23,13,981,39,1700,680,56,105,372,387,61
