precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
33,SĂLAJ,"CAMIN CULTURAL HOROATU CRASNEI",185,"HOROATU CRASNEI",141535,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:36",795,737,0,37,21,537,479,0,37,21,514,23,850,313,184,125,151,49,5
33,SĂLAJ,"CĂMINUL CULTURAL",188,"HOROATU CRASNEI",141535,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:50",228,183,0,43,2,155,110,0,43,2,149,6,218,63,35,1,106,3,4
33,SĂLAJ,"SCOALA GENERALA",187,"HOROATU CRASNEI",141535,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:17:03",832,787,0,36,9,488,443,0,36,9,469,19,850,362,52,3,371,21,22
33,SĂLAJ,"ȘCOALA HUREZ",186,"HOROATU CRASNEI",141535,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:42:56",290,271,0,18,1,174,155,0,18,1,165,9,300,126,11,3,138,7,6
