precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL POPEŞTI",341,POPEŞTI,172377,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:27",386,346,0,18,22,279,239,0,18,22,266,13,410,131,168,77,6,10,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV POPEŞTI",339,POPEŞTI,172377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:37",539,485,0,43,11,397,343,0,43,11,386,11,550,153,273,33,11,14,55
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DĂEŞTI",340,POPEŞTI,172377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:24",813,725,2,41,45,577,490,1,41,45,549,28,850,273,397,108,10,13,21
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",342,POPEŞTI,172377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:45",832,752,1,39,40,595,515,1,39,40,578,17,880,285,370,54,10,25,119
