precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"CLĂDIREA PAROHIALĂ ORTODOXĂ NR.1 OCNA SIBIULUI",201,"ORAŞ OCNA SIBIULUI",143851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:53:30",1446,1430,3,10,3,811,798,0,10,3,775,36,1565,754,32,167,251,230,95
34,SIBIU,"CLADIRE (FOST SEDIU PRIMARIE),TOPÎRCEA",202,"ORAŞ OCNA SIBIULUI",143851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:32",126,113,0,13,0,72,59,0,13,0,70,2,120,48,1,12,22,26,9
34,SIBIU,"ŞCOALA GIMNAZIALA OCNA SIBIULUI",199,"ORAŞ OCNA SIBIULUI",143851,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:03:03",980,968,3,7,2,532,522,1,7,2,512,20,1070,538,71,65,170,138,68
34,SIBIU,"ŞCOALA GIMNAZIALĂ OCNA SIBIULUI",200,"ORAŞ OCNA SIBIULUI",143851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:30",969,964,0,4,1,502,497,0,4,1,486,16,1060,558,32,44,193,124,93
