precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SELIŞTEAN VASILE-TRAIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROGOZ SIMION-PARTIDUL SOCIAL DEMOCRAT-voturi"
33,SĂLAJ,"CENTRUL CULTURAL CEACA",305,ZALHA,143067,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:42",185,159,0,18,8,139,113,0,18,8,134,5,170,31,62,72
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIURENI",306,ZALHA,143067,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:47:32",124,106,0,14,4,108,90,0,14,4,107,1,120,12,60,47
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA HRANEI",307,ZALHA,143067,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:46:20",72,51,0,18,3,62,41,0,18,3,55,7,70,8,21,34
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA LUNGĂ",308,ZALHA,143067,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:42:28",114,93,0,16,5,114,93,0,16,5,113,1,120,6,55,58
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 ZALHA",304,ZALHA,143067,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:14",276,204,2,63,7,208,136,2,63,7,207,1,220,12,143,64
