precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÎNZÎNĂ ION-PARTIDUL SOCIAL DEMOCRAT-voturi","VELCESCU FLORIN-BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PERIANU RADU-VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","MĂRĂŞOIU DORIN-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","LAZĂR ION-CORNEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SOARE EMANUEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALEXANDRESCU INGRID-ELENA-PARTIDUL S.O.S. ROMÂNIA-voturi"
3,ARGEŞ,"”LA REMUS POPESCU”",508,"VALEA IAŞULUI",19695,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:53",187,184,0,3,0,112,109,0,3,0,107,5,224,112,34,22,17,2,0,26,6
3,ARGEŞ,"LICEUL TEHNOLOGIC AUTO",111,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:25:05",1103,1093,0,9,1,506,496,0,9,1,484,22,1200,694,128,47,37,3,3,242,24
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",82,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:48",1551,1547,0,4,0,653,649,0,4,0,626,27,1800,1147,200,44,177,14,17,160,14
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",81,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:10:52",1509,1506,0,3,0,641,638,0,3,0,627,14,1800,1159,234,51,154,8,4,155,21
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DACIA” (FOST GRUP ŞCOLAR INDUSTRIAL CONSTRUCŢII MAŞINI)",16,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:39:36",1431,1417,5,9,0,646,637,0,9,0,621,25,1566,920,215,48,148,19,11,151,29
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DINU BRĂTIANU”",174,"ORAŞ ŞTEFĂNEŞTI",13392,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:36",1927,1906,11,8,2,928,918,0,8,2,892,36,2099,1171,423,84,137,8,15,178,47
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DINU BRĂTIANU”",175,"ORAŞ ŞTEFĂNEŞTI",13392,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:44:27",1279,1274,0,4,1,581,576,0,4,1,554,27,1405,824,319,66,75,9,5,52,28
3,ARGEŞ,"LICEUL TEHNOLOGIC LIVIU REBREANU",403,MOZĂCENI,17575,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:12:42",1102,1086,1,2,13,766,751,0,2,13,729,37,1196,430,353,34,302,4,2,10,24
3,ARGEŞ,"LICEUL TEHNOLOGIC VEDEA",515,VEDEA,19793,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:56",745,683,0,32,30,479,417,0,32,30,464,15,800,321,170,86,109,5,17,62,15
3,ARGEŞ,"LICEUL TEHNOLOGIC ” VICTOR SLĂVESCU” - SALA DE SPORT",453,RUCĂR,18527,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:52:07",1215,1199,0,5,11,830,814,0,5,11,804,26,1311,481,298,81,191,7,5,203,19
3,ARGEŞ,"LICEUL TEORETIC COSTEŞTI",138,"ORAŞ COSTEŞTI",13668,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:27:20",1599,1585,0,7,7,944,930,0,7,7,911,33,1671,727,437,107,185,4,41,97,40
3,ARGEŞ,"LICEUL TEORETIC DAN BARBILIAN I",105,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:19",963,957,0,6,0,485,479,0,6,0,467,18,1000,515,153,39,65,2,19,170,19
3,ARGEŞ,"LICEUL TEORETIC DAN BARBILIAN II",106,"MUNICIPIUL CÂMPULUNG",13490,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 10:22:37",1468,1459,0,9,0,527,518,0,9,0,516,11,1600,1073,162,45,50,3,7,226,23
3,ARGEŞ,"LICEUL TEORETIC DAN BARBILIAN III",107,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:36",1396,1386,1,9,0,666,657,0,9,0,633,33,1600,934,182,46,77,2,10,290,26
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",33,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:52",1819,1810,0,8,1,818,809,0,8,1,789,29,2000,1182,260,99,173,19,20,183,35
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",32,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:36:04",1702,1694,0,8,0,666,658,0,8,0,660,6,2000,1334,215,66,171,14,21,138,35
3,ARGEŞ,"LICEUL TEORETIC ” ION CANTACUZINO”",34,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:27:01",1636,1631,0,5,0,598,593,0,5,0,574,24,1744,1146,224,73,122,13,9,100,33
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINO” (INTRAREA D)",35,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:50",1570,1557,2,7,4,661,649,1,7,4,648,13,1700,1039,243,71,151,10,13,132,28
3,ARGEŞ,"LICEUL TEORETIC ”ION MIHALACHE’’ TOPOLOVENI",180,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:36:42",902,891,2,9,0,473,464,0,9,0,461,12,1000,527,212,49,84,27,6,59,24
3,ARGEŞ,"LICEUL TEORETIC ”ION MIHALACHE’’ TOPOLOVENI",181,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:19:55",875,860,3,11,1,505,504,0,0,1,492,13,1000,495,253,39,81,20,8,64,27
3,ARGEŞ,"LICEUL TEORETIC ”IULIA ZAMFIRESCU” - INTRARE B",151,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:45",1339,1330,3,6,0,636,630,0,6,0,621,15,1400,764,232,90,171,5,16,74,33
3,ARGEŞ,"LICEUL TEORETIC ”IULIA ZAMFIRESCU” - INTRARE C",146,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:00",1289,1281,1,7,0,671,664,0,7,0,644,27,1400,729,270,81,182,2,9,80,20
3,ARGEŞ,"MUZEU ORĂȘENESC",182,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:37",680,673,1,6,0,391,385,0,6,0,373,18,800,409,197,28,55,29,5,41,18
3,ARGEŞ,"NIDEC MOTOR CORPORATION ROMANIA S.A.",178,"ORAŞ ŞTEFĂNEŞTI",13392,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:18:01",2110,2093,12,5,0,1038,1031,2,5,0,974,64,2322,1284,281,145,260,8,17,226,37
3,ARGEŞ,"PRIMĂRIA BĂICULEŞTI",215,BĂICULEŞTI,14165,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:28:51",1387,1383,2,2,0,809,807,0,2,0,774,35,1500,691,362,73,271,3,5,35,25
3,ARGEŞ,"PRIMARIA COMUNEI COCU",301,COCU,15652,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:43",283,273,1,9,0,211,202,0,9,0,199,12,300,89,39,44,44,1,0,65,6
3,ARGEŞ,"PRIMĂRIA ORAŞULUI COSTEŞTI",136,"ORAŞ COSTEŞTI",13668,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:53:40",1643,1632,0,11,0,1012,1001,0,11,0,991,21,1762,750,422,85,299,12,37,103,33
3,ARGEŞ,"PRIMĂRIA TIGVENI",491,TIGVENI,19249,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:29:07",1538,1530,0,7,1,953,945,0,7,1,873,80,1600,647,449,70,285,1,2,25,41
3,ARGEŞ,"PRIMĂRIA VECHE HÎRTIEŞTI",352,HÂRTIEŞTI,16659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:16",291,272,0,7,12,227,208,0,7,12,224,3,317,90,154,5,54,1,0,5,5
3,ARGEŞ,"PRIMĂRIA VULTUREȘTI",523,VULTUREŞTI,20055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:08",807,801,0,4,2,564,558,0,4,2,551,13,890,326,359,46,75,4,2,47,18
3,ARGEŞ,PRIMĂRIE,357,LEORDENI,16757,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:41:48",1386,1358,4,21,3,788,764,0,21,3,769,10,1496,717,375,89,181,19,14,44,47
3,ARGEŞ,"PRIMĂRIE VECHE",419,PIETROŞANI,17851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:23",1234,1227,0,7,0,767,760,0,7,0,741,26,1354,587,397,97,171,5,5,27,39
3,ARGEŞ,"RESTAURANT CASTEL",402,MOŞOAIA,17496,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:04:07",1560,1542,5,13,0,777,764,0,13,0,746,31,1696,919,208,76,162,8,21,232,39
3,ARGEŞ,"SALA DE FESTIVITĂȚII A CONSILIULUI LOCAL BĂBANA",212,BĂBANA,14085,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:29:53",619,589,2,6,22,442,412,2,6,22,402,32,672,230,162,48,150,1,8,19,14
3,ARGEŞ,"SALA DE SPORT PIETROŞANI",418,PIETROŞANI,17851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:46",1361,1360,1,0,0,803,803,0,0,0,779,24,1455,652,397,131,185,6,1,36,23
3,ARGEŞ,"SALA DE SPORT(ȘCOALA GENERALĂ NR. 1)",494,ŢIŢEŞTI,19338,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:13:23",1283,1271,1,5,6,790,779,0,5,6,745,45,1413,623,207,113,332,3,1,37,52
3,ARGEŞ,"SC APĂ CANAL 2000 SA",30,"MUNICIPIUL PITEŞTI",13169,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:41:20",2027,2015,3,9,0,799,790,0,9,0,785,14,2300,1501,237,110,227,22,17,125,47
3,ARGEŞ,"SC APĂ CANAL 2000 SA",29,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:11:37",1832,1822,1,9,0,752,743,0,9,0,716,27,2000,1248,245,76,180,9,15,153,38
3,ARGEŞ,"S.C. HIDROELECTRICA S.A.",98,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:52",936,930,1,5,0,485,480,0,5,0,472,13,1000,515,115,41,51,6,7,240,12
3,ARGEŞ,"S.C. LISA DRAXLMAIER S.A.",31,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:55:27",1713,1701,3,9,0,700,691,0,9,0,688,12,1879,1179,237,62,169,13,18,150,39
3,ARGEŞ,"ŞCOALA BĂBANA",211,BĂBANA,14085,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:45:27",762,752,3,4,3,470,462,1,4,3,442,25,830,360,130,112,124,2,3,46,25
3,ARGEŞ,"ŞCOALA BĂDEŞTI",225,BÂRLA,14450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:28",256,254,0,2,0,177,175,0,2,0,172,5,299,122,39,17,106,1,2,3,4
3,ARGEŞ,"ŞCOALA BOGAŢI",234,BOGAŢI,14584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:31:34",1273,1263,1,8,1,731,722,0,8,1,698,33,1411,680,296,58,197,103,10,16,18
3,ARGEŞ,"ŞCOALA BOHARI",373,MĂLURENI,17049,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:49:57",286,281,0,3,2,179,174,0,3,2,163,4,308,129,91,12,20,0,24,16,0
3,ARGEŞ,"ŞCOALA BRATIA",232,BEREVOEŞTI,14405,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:10",126,117,0,9,0,101,92,0,9,0,98,3,204,103,60,9,22,4,0,2,1
3,ARGEŞ,"ŞCOALA BUNEŞTI",371,MĂLURENI,17049,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:07",553,546,1,5,1,319,312,1,5,1,299,20,600,281,153,31,59,1,32,8,15
3,ARGEŞ,"ŞCOALA BUTA",411,NEGRAŞI,17726,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:56",149,142,1,6,0,99,92,1,6,0,95,4,155,56,36,5,13,1,3,34,3
3,ARGEŞ,"SCOALA CALINESTI",272,CĂLINEŞTI,15108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:19",1667,1634,2,6,25,848,817,0,6,25,817,31,1600,752,369,102,182,39,15,77,33
3,ARGEŞ,"ŞCOALA CĂRPENIŞ",288,CEPARI,15313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:12",583,560,0,9,14,391,368,0,9,14,381,10,600,209,235,39,65,0,3,35,4
3,ARGEŞ,"ŞCOALA CEPARI - UNGURENI",289,CEPARI,15313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:48",269,263,0,3,3,171,166,0,3,2,167,4,300,129,56,17,73,0,2,19,0
3,ARGEŞ,"ŞCOALA CHIŢEŞTI",236,BOGAŢI,14584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:56",219,208,0,11,0,137,126,0,11,0,135,2,230,93,46,17,24,38,1,8,1
3,ARGEŞ,"SCOALA CIOCANESTI",274,CĂLINEŞTI,15108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:25",751,747,2,0,2,409,407,0,0,2,394,15,800,391,146,63,122,3,4,37,19
3,ARGEŞ,"ŞCOALA CIOCANU",331,DÂMBOVICIOARA,16329,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:32",78,53,0,22,3,69,44,0,22,3,62,7,78,9,20,7,25,4,2,4,0
3,ARGEŞ,"SCOALA CIOMĂGEȘTI",299,CIOMĂGEŞTI,15554,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:53:42",360,306,0,43,11,290,236,0,43,11,283,7,350,60,165,17,88,1,2,3,7
3,ARGEŞ,"SCOALA CIRSTIENI",273,CĂLINEŞTI,15108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:18",643,637,0,6,0,319,313,0,6,0,297,22,800,481,194,41,30,14,0,12,6
3,ARGEŞ,"ŞCOALA CIULNIŢA",359,LEORDENI,16757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:46",871,853,0,11,7,529,511,0,11,7,511,18,960,431,280,83,88,6,7,28,19
3,ARGEŞ,"ŞCOALA COLŢU",503,UNGHENI,19560,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:16",556,514,0,42,0,392,350,0,42,0,377,15,569,177,336,9,10,1,0,16,5
3,ARGEŞ,"ŞCOALA CONŢEŞTI NR.1",327,DAVIDEŞTI,16285,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:27",676,659,0,13,4,457,440,0,13,4,442,11,726,269,282,24,71,0,0,50,15
3,ARGEŞ,"ŞCOALA COTU",499,UDA,19392,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:55:48",182,171,0,10,1,127,116,0,10,1,121,6,200,73,69,8,38,0,1,2,3
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV BÎRSEȘTII DE JOS",492,TIGVENI,19249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:45",957,955,0,2,0,570,568,0,2,0,541,29,1100,530,189,56,222,2,6,33,33
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV CĂTUNAŞI",423,"POIANA LACULUI",18028,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:29",417,413,0,4,0,281,277,0,4,0,277,4,350,69,127,23,56,5,5,55,6
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV CIOCĂNĂI",399,MOŞOAIA,17496,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:35",578,573,0,5,0,313,308,0,5,0,308,5,625,312,76,74,82,1,13,39,23
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV DEALUL VIILOR",424,"POIANA LACULUI",18028,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:15:50",329,319,0,10,0,246,236,0,10,0,245,1,459,213,131,24,30,2,2,45,11
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV DINCULEŞTI",425,"POIANA LACULUI",18028,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:13:21",293,286,0,7,0,201,194,0,7,0,197,4,320,119,104,16,33,0,0,36,8
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV FURDUEŞTI",441,RĂTEŞTI,18331,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:09",405,403,0,2,0,228,226,0,2,0,221,7,443,215,126,59,18,1,2,12,3
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV GĂRDINEŞTI",426,"POIANA LACULUI",18028,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:19",394,390,0,4,0,274,270,0,4,0,261,13,430,156,117,35,52,1,3,50,3
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV GOLEŞTI-PRIBOAIA",223,BĂLILEŞTI,14272,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:33:40",563,556,0,7,0,322,315,0,7,0,315,7,610,288,202,19,58,2,0,17,17
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV MAVRODOLU",442,RĂTEŞTI,18331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:18",126,120,0,5,1,76,70,0,5,1,76,0,139,63,43,11,15,1,0,1,5
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV METOFU",427,"POIANA LACULUI",18028,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:02",291,286,0,5,0,223,218,0,5,0,210,13,310,87,72,17,39,3,8,69,2
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV NEJLOVELU",443,RĂTEŞTI,18331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:52",376,372,4,0,0,200,200,0,0,0,189,11,404,204,78,42,50,2,2,1,14
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV PĂTULENI",444,RĂTEŞTI,18331,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:45:07",764,761,0,3,0,508,505,0,3,0,484,24,838,330,272,26,152,1,3,15,15
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV SMEURA",401,MOŞOAIA,17496,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:24:42",1621,1610,2,8,1,887,878,0,8,1,865,22,1750,863,185,115,352,11,10,147,45
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV ȚIȚEȘTI",495,ŢIŢEŞTI,19338,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:24",1000,996,0,4,0,574,570,0,4,0,532,42,1100,526,95,40,364,0,3,15,15
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV VALEA MĂNĂSTIRII",496,ŢIŢEŞTI,19338,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:58",808,805,0,3,0,380,380,0,0,0,359,21,900,520,35,23,295,1,1,0,4
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV VALEA STÂNII",497,ŢIŢEŞTI,19338,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:23:06",845,839,0,4,2,536,530,0,4,2,500,25,900,364,186,41,203,6,4,44,16
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV VĂLENI",459,SĂLĂTRUCU,18554,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:21",522,517,2,0,3,301,298,0,0,3,286,15,600,299,192,28,41,2,5,5,13
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV VLĂDEŞTI",493,TIGVENI,19249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:31",191,187,0,4,0,115,111,0,4,0,106,9,216,101,36,3,55,0,0,5,7
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII BÂRLA",224,BÂRLA,14450,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:33",788,757,1,22,8,501,471,0,22,8,467,34,850,349,231,44,162,0,1,19,10
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII DEAGURILE",448,RECEA,18411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:06",715,693,0,8,14,405,383,0,8,14,379,26,800,395,248,31,85,0,1,1,13
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII HINŢEŞTI",400,MOŞOAIA,17496,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:38",1095,1089,0,5,1,628,622,0,5,1,610,18,1200,572,215,52,200,6,10,95,32
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII POIANA LACULUI",422,"POIANA LACULUI",18028,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:03:38",1342,1321,1,14,6,912,891,1,14,6,881,27,1481,569,389,88,133,3,6,234,28
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII SĂMARA",430,"POIANA LACULUI",18028,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:28",763,751,1,11,0,534,523,0,11,0,519,15,799,265,188,122,11,11,37,3,147
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII ŞTEFAN CEL MARE",483,"ŞTEFAN CEL MARE",19114,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:15",801,795,0,6,0,457,451,0,6,0,442,15,900,443,319,26,25,2,22,9,39
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII ŞTEFAN CEL MARE",482,"ŞTEFAN CEL MARE",19114,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:49",672,668,0,3,1,371,367,0,3,1,358,13,700,329,259,20,44,0,9,8,18
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII UNGHENI",502,UNGHENI,19560,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:38",543,525,0,15,3,308,290,0,15,3,286,22,514,206,169,43,50,1,0,7,16
3,ARGEŞ,"ŞCOALA DAVIDEŞTI",326,DAVIDEŞTI,16285,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:48:53",507,503,0,3,1,364,360,0,3,1,354,10,555,191,186,40,66,5,2,43,12
3,ARGEŞ,"ŞCOALA DÎRMĂNEŞTI",333,DÂRMĂNEŞTI,16365,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 08:50:17",985,981,0,3,1,551,547,0,3,1,533,18,1100,549,298,75,56,8,8,57,31
3,ARGEŞ,"ŞCOALA DUMBRĂVEŞTI",345,DRĂGANU,16506,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:11",406,401,0,5,0,263,258,0,5,0,255,8,461,198,145,59,11,3,20,5,12
3,ARGEŞ,"ŞCOALA FATA",516,VEDEA,19793,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:17",412,373,0,22,17,288,249,0,22,17,263,25,420,132,89,38,56,4,1,60,15
3,ARGEŞ,"ŞCOALA FRĂTICI",517,VEDEA,19793,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:16",343,318,0,25,0,240,215,0,25,0,208,32,340,100,82,34,24,10,9,42,7
3,ARGEŞ,"ŞCOALA GĂMĂCEŞTI",233,BEREVOEŞTI,14405,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:17:20",895,889,0,6,0,649,643,0,6,0,536,107,976,327,413,26,47,8,1,9,32
3,ARGEŞ,"ŞCOALAGEN CU CLS. I-VIII STRÎMBENI",270,CĂLDĂRARU,15064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:05",644,595,1,25,23,413,365,0,25,23,396,17,613,200,152,34,193,2,1,13,1
3,ARGEŞ,"ŞCOALA GENERALĂ ARGEŞELU",378,MĂRĂCINENI,13365,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:03:51",1854,1839,15,0,0,1125,1124,1,0,0,1089,36,1841,716,595,210,123,10,7,98,46
3,ARGEŞ,"ŞCOALA GENERALĂ BASCOV, CLĂDIREA NOUĂ",206,BASCOV,13187,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:12",1598,1581,9,4,4,856,848,0,4,4,827,29,1750,894,312,107,170,10,15,156,57
3,ARGEŞ,"ŞCOALA GENERALĂ BASCOV, CLĂDIREA VECHE",205,BASCOV,13187,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:02",1958,1940,5,9,4,971,956,2,9,4,946,25,2149,1178,373,105,199,8,27,167,67
3,ARGEŞ,"ȘCOALA GENERALĂ BORLEȘTI",380,MERIŞANI,17101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:43",462,457,0,2,3,297,292,0,2,3,288,9,518,221,131,24,107,1,9,9,7
3,ARGEŞ,"ŞCOALA GENERALĂ BROŞTENI",141,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:57",670,661,1,8,0,360,352,0,8,0,345,15,742,382,135,55,86,2,38,15,14
3,ARGEŞ,"ŞCOALA GENERALĂ BUDEASA MARE",253,BUDEASA,14851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:55",1128,1122,3,3,0,694,688,3,3,0,664,30,1200,506,317,112,133,0,5,61,36
3,ARGEŞ,"ŞCOALA GENERALĂ BUDEASA MICĂ",254,BUDEASA,14851,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:57",745,738,3,4,0,485,481,0,4,0,471,13,800,316,264,97,58,6,2,30,14
