precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÎNZÎNĂ ION-PARTIDUL SOCIAL DEMOCRAT-voturi","VELCESCU FLORIN-BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PERIANU RADU-VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","MĂRĂŞOIU DORIN-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","LAZĂR ION-CORNEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SOARE EMANUEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALEXANDRESCU INGRID-ELENA-PARTIDUL S.O.S. ROMÂNIA-voturi"
3,ARGEŞ,"ŞCOALA GENERALĂ CALOTEŞTI",255,BUDEASA,14851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:20",818,816,0,2,0,518,516,0,2,0,505,13,900,382,362,57,50,0,5,8,23
3,ARGEŞ,"ȘCOALA GENERALĂ ”CONSTANTIN BRÂNCOVEANU”",176,"ORAŞ ŞTEFĂNEŞTI",13392,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:28:41",1379,1365,3,9,2,721,710,0,9,2,666,50,1502,781,333,76,120,6,23,71,37
3,ARGEŞ,"ŞCOALA GENERALĂ ”CONSTANTIN BRÂNCOVEANU” VALEA MARE",177,"ORAŞ ŞTEFĂNEŞTI",13392,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:32:52",1824,1819,0,3,2,890,885,0,3,2,868,20,2008,1118,371,113,180,8,18,150,28
3,ARGEŞ,"ŞCOALA GENERALĂ COSTEŞTI - VÎLSAN",406,MUŞĂTEŞTI,17619,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:21",526,511,0,10,5,301,286,0,10,5,279,22,570,269,166,22,61,2,2,11,15
3,ARGEŞ,"ŞCOALAGENERALĂ CU CLASELE I-IV GĂNEŞTI",420,PIETROŞANI,17851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:38",496,487,0,9,0,312,303,0,9,0,297,15,540,228,158,48,66,4,2,11,8
3,ARGEŞ,"ŞCOALA GENERALĂ CU CLASELE I-VIII MORĂREŞTI",396,MORĂREŞTI,17423,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:12:20",821,807,2,10,2,601,589,0,10,2,576,22,900,299,282,40,206,1,2,10,35
3,ARGEŞ,"ŞCOALA GENERALĂ DEALU BRADULUI",462,SĂPATA,18581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:23",150,137,0,8,5,94,81,0,8,5,90,4,150,56,45,21,15,1,0,6,2
3,ARGEŞ,"ŞCOALA GENERALĂ GĂLĂŞEŞTI",256,BUDEASA,14851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:12",837,832,0,5,0,508,503,0,5,0,495,13,962,454,314,73,50,1,5,27,25
3,ARGEŞ,"ŞCOALA GENERALĂ GLÎMBOCU",207,BASCOV,13187,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:30",820,811,3,6,0,460,454,0,6,0,446,14,898,438,198,65,68,2,9,62,42
3,ARGEŞ,"ŞCOALA GENERALĂ I-IV CÂNDEȘTI, STRADA MAGISTRAT SORIN MOISESCU, NR.182",195,"ALBEŞTII DE MUSCEL",13891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:27",355,335,0,6,14,291,271,0,6,14,274,17,400,109,72,10,170,0,1,16,5
3,ARGEŞ,"ŞCOALA GENERALĂ I-IV IOANICEŞTI",432,"POIENARII DE ARGEŞ",17913,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:40",203,185,0,14,4,151,133,0,14,4,147,4,200,49,44,9,77,0,1,10,6
3,ARGEŞ,"ŞCOALA GENERALĂ LEŞILE",490,TEIU,19212,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:10:38",153,144,0,9,0,108,99,0,9,0,104,4,160,52,61,7,33,0,0,1,2
3,ARGEŞ,"ŞCOALA GENERALĂ MICA",208,BASCOV,13187,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:46",486,478,1,7,0,332,325,0,7,0,323,9,528,196,193,50,19,0,0,41,20
3,ARGEŞ,"ŞCOALA GENERALĂ MIŞEI",404,MOZĂCENI,17575,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:31:47",469,456,0,6,7,318,305,0,6,7,305,12,493,175,152,12,130,0,1,3,7
3,ARGEŞ,"ȘCOALA GENERALĂ NOAPTEȘ",135,"MUNICIPIUL CURTEA DE ARGEŞ",13622,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:41:20",777,771,0,6,0,363,357,0,6,0,348,15,1004,641,107,53,116,9,7,40,16
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1",376,MĂRĂCINENI,13365,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:12",1237,1232,4,1,0,711,710,0,1,0,690,21,1600,889,377,103,96,7,8,65,34
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1",377,MĂRĂCINENI,13365,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:10",1486,1484,2,0,0,855,855,0,0,0,826,29,1600,745,453,113,109,88,41,13,9
3,ARGEŞ,"ŞCOALA GENERALA NR. 1 RECEA",447,RECEA,18411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:33:16",1457,1374,2,40,41,858,782,0,40,36,817,41,1484,626,526,70,172,2,2,16,29
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1 ŞTEFĂNEŞTI, CORP C (GRĂDINIŢĂ)",173,"ORAŞ ŞTEFĂNEŞTI",13392,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:14:53",972,971,0,1,0,529,528,0,1,0,502,27,1071,542,237,59,92,4,10,80,20
3,ARGEŞ,"ŞCOALA GENERALĂ NR.2 - CLASA NR. 1",454,RUCĂR,18527,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:39",1042,1019,0,8,15,723,700,0,8,15,697,26,1120,397,270,49,202,2,4,154,16
3,ARGEŞ,"ȘCOALA GENERALĂ NR.3 ”SFÂNTUL APOSTOL ANDREI”",134,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:15",1358,1355,2,1,0,555,554,0,1,0,529,26,1500,945,198,88,107,9,9,82,36
3,ARGEŞ,"ŞCOALA GENERALĂ NR.4 ”APA SĂRATĂ”",112,"MUNICIPIUL CÂMPULUNG",13490,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:00",713,703,0,9,1,312,302,0,9,1,304,8,800,488,75,25,31,4,1,160,8
3,ARGEŞ,"ŞCOALA GENERALĂ NR. 5",97,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:31:39",1096,1090,3,3,0,530,526,1,3,0,507,23,1200,670,124,51,79,1,8,225,19
3,ARGEŞ,"ȘCOALA GENERALĂ NR.5 ”ARMAND CĂLINESCU” (I)",129,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:26",1304,1292,0,11,1,517,505,0,11,1,504,13,1450,933,174,81,116,9,8,100,16
3,ARGEŞ,"ȘCOALA GENERALĂ NR 5 ”ARMAND CĂLINESCU” (II)",130,"MUNICIPIUL CURTEA DE ARGEŞ",13622,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:04:20",991,981,2,6,2,390,381,1,6,2,383,7,1100,710,133,56,81,9,8,78,18
3,ARGEŞ,"ŞCOALA GENERALĂ PÎRVU ROŞU",142,"ORAŞ COSTEŞTI",13668,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:21:48",478,470,0,8,0,287,279,0,8,0,283,4,550,263,85,34,108,2,20,21,13
3,ARGEŞ,"ŞCOALA GENERALĂ PODU BROŞTENI",143,"ORAŞ COSTEŞTI",13668,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:28",535,517,0,18,0,263,245,0,18,0,254,9,597,334,100,22,44,0,58,16,14
3,ARGEŞ,"ŞCOALA GENERALĂ SCHIAU",209,BASCOV,13187,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 10:11:58",1553,1541,0,7,5,807,795,0,7,5,767,38,1705,898,331,125,127,13,12,118,41
3,ARGEŞ,"ŞCOALA GENERALĂ STÎRCI",144,"ORAŞ COSTEŞTI",13668,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:43",191,181,0,9,1,107,97,0,9,1,106,1,198,91,49,5,25,3,1,16,7
3,ARGEŞ,"ŞCOALA GENERALĂ STROEŞTI",408,MUŞĂTEŞTI,17619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:17",840,812,0,13,15,569,541,0,13,15,533,36,910,341,242,53,177,15,10,20,16
3,ARGEŞ,"ŞCOALA GENERALĂ ŢIGĂNEŞTI - CENTRU",188,"ORAŞ TOPOLOVENI",13757,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:20:34",657,649,0,8,0,383,375,0,8,0,361,18,640,257,215,41,45,11,1,31,17
3,ARGEŞ,"ȘCOALA GENERALĂ VALEA CORBULUI",280,CĂLINEŞTI,15108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:35",968,962,0,6,0,446,440,0,6,0,388,58,900,454,242,23,54,3,40,9,17
3,ARGEŞ,"ȘCOALA GENERALĂ VALEA SASULUI",131,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:55",855,853,0,2,0,399,397,0,2,0,377,22,933,534,167,54,77,11,4,49,15
3,ARGEŞ,"ŞCOALA GENERALĂ VALEA URSULUI",210,BASCOV,13187,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:38",1581,1574,4,2,1,882,879,0,2,1,877,5,1746,864,466,177,105,4,8,82,35
3,ARGEŞ,"SCOALA GENERALA VRANESTI",271,CĂLINEŞTI,15108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:03",1038,1032,3,3,0,570,567,0,3,0,542,26,910,340,181,80,170,18,9,64,20
3,ARGEŞ,"ŞCOALA GENERALĂ ZORILE",140,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:48",814,802,0,12,0,476,464,0,12,0,467,9,882,406,225,57,88,3,11,57,26
3,ARGEŞ,"ŞCOALA GEN. I-IV FUREŞTI",338,DOBREŞTI,16427,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:10:28",721,699,1,9,12,525,505,0,8,12,493,20,716,191,220,64,57,99,23,9,21
3,ARGEŞ,"ŞCOALA GEN.NR.2 CLASELE I-IV",467,SLOBOZIA,18741,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:33:59",1836,1824,0,0,12,1066,1054,0,0,12,1030,36,2000,934,388,58,506,7,3,33,35
3,ARGEŞ,"ŞCOALA GEN. VALEA BĂDENILOR",476,STOENEŞTI,18858,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:54:45",610,597,0,10,3,405,392,0,10,3,392,13,700,295,312,18,27,1,1,31,2
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU” (FOSTĂ ŞCOALA NR. 15 )",28,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:38:20",1657,1648,1,8,0,644,636,0,8,0,609,35,1900,1256,209,73,156,16,12,108,35
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU” (FOSTĂ ŞCOALA NR. 15 )",27,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:15:13",1603,1598,0,5,0,601,596,0,5,0,572,29,1800,1199,187,90,114,16,16,113,36
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DAVILA” (FOSTĂ ŞCOALĂ NR.14)",41,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:11:21",1728,1722,3,3,0,733,730,0,3,0,702,24,1900,1167,220,84,178,9,13,163,35
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU DAVILA” (INTRAREA B) (FOSTA ŞCOALĂ NR.14)",21,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:11:44",1069,1058,4,7,0,417,410,0,7,0,408,9,1200,783,133,45,105,7,5,92,21
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ BRĂTIA",298,CIOMĂGEŞTI,15554,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:43:52",381,319,1,51,10,300,239,0,51,10,277,20,350,50,122,30,101,0,2,12,10
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ BROŞTENI - ANINOASA, CORP B",199,ANINOASA,13999,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:02",1226,1188,0,20,18,803,765,0,20,18,762,41,1288,485,323,62,309,0,8,36,24
3,ARGEŞ,"SCOALA GIMNAZIALA BUGHEA DE JOS",257,"BUGHEA DE JOS",14922,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:08",1379,1375,0,4,0,854,850,0,4,0,820,34,1523,669,316,122,166,7,84,87,38
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”C.D. ARICESCU”",115,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:03:21",828,813,1,7,7,431,417,0,7,7,414,17,1000,569,106,41,50,6,4,197,10
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ CICĂNEŞTI",294,CICĂNEŞTI,15448,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:25",1663,1622,1,16,24,1089,1049,0,16,24,1030,59,1808,719,436,127,364,5,4,66,28
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ CORNĂŢEL",264,BUZOEŞTI,14940,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:25:57",754,735,2,13,4,515,498,0,13,4,491,24,800,285,339,40,32,58,3,8,11
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ COTEȘTI-GODENI, NR.198",348,GODENI,16551,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:37",1391,1377,1,1,12,845,832,0,1,12,801,44,1492,647,401,82,141,3,7,142,25
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”C. RĂDULESCU CODIN”",439,PRIBOIENI,18242,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:13:35",1383,1353,0,4,26,955,925,0,4,26,924,31,1530,575,591,80,184,17,3,22,27
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",407,MUŞĂTEŞTI,17619,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:53",1175,1139,0,19,17,796,760,0,19,17,754,42,1226,430,312,72,276,18,4,52,20
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”D. RĂDULESCU” OARJA",416,OARJA,17824,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:16",1426,1377,0,15,34,912,863,0,15,34,888,24,1600,688,436,244,98,1,10,50,49
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ DUMITRU UDRESCU SĂPATA",461,SĂPATA,18581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:21",341,322,0,11,8,232,213,0,11,8,222,10,370,138,160,31,10,3,2,11,5
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ELENA DAVILA PERTICARI",355,IZVORU,16739,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:36",867,862,0,5,0,563,558,0,5,0,527,36,940,377,198,28,245,1,3,41,11
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ELENA DAVILA PERTICARI",356,IZVORU,16739,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:55:11",858,843,0,13,2,562,547,0,13,2,526,36,940,378,140,35,269,4,4,60,14
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”GENERAL CONSTANTIN CRISTESCU” LUNCA CORBULUI",365,"LUNCA CORBULUI",16944,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:11",796,784,1,8,3,500,489,0,8,3,473,27,800,300,251,63,134,1,2,13,9
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ GEORGE STEPHĂNESCU",202,AREFU,14049,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:30",871,859,1,3,8,559,549,0,3,7,530,29,1000,441,256,49,64,2,2,142,15
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”GEORGE TOPÂRCEANU”",161,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:21:14",792,772,2,8,10,432,414,0,8,10,418,14,900,468,148,59,100,6,8,75,22
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE MOCANU” PRIMAR, GIMNAZIAL, ŞERBĂNEŞTI",452,ROCIU,18475,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:13",790,767,0,10,13,556,533,0,10,13,532,24,850,294,118,89,259,6,1,49,10
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",85,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:09:06",1470,1459,0,10,1,568,557,0,10,1,543,25,1600,1032,204,59,116,4,11,125,24
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",86,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:15",1616,1609,1,6,0,641,635,0,6,0,617,24,1800,1159,222,59,136,6,14,146,34
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",87,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:08:39",1527,1517,0,10,0,666,656,0,10,0,648,18,1700,1034,234,57,147,13,13,163,21
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION MINULESCU” (FOSTA ŞCOALĂ NR.2)",75,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:07:27",1300,1293,0,6,1,495,488,0,6,1,484,11,1600,1105,143,68,117,27,17,87,25
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION MINULESCU” (FOSTA ŞCOALĂ NR.2)",76,"MUNICIPIUL PITEŞTI",13169,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:44:48",1524,1515,2,7,0,666,659,0,7,0,624,42,1700,1034,243,67,142,15,24,101,32
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION PILLAT” ( FOSTĂ ŞCOALĂ NR.3)",3,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:36:37",1024,1004,8,12,0,407,395,0,12,0,393,14,1200,793,134,31,103,14,4,89,18
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ IOSIF CATRINESCU CLS. V-VIII",341,DRAGOSLAVELE,16472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:20:17",631,627,0,2,2,429,425,0,2,2,418,11,695,266,185,37,124,3,3,46,20
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” (CĂMIN ȘCOALĂ) - CORP B",150,"ORAŞ MIOVENI",13301,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:10:25",1812,1810,0,2,0,841,839,0,2,0,819,22,1900,1059,343,105,219,5,16,99,32
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ LIVIU REBREANU” - INTRARE ELEVI",152,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:49",894,889,1,4,0,439,435,0,4,0,429,10,948,509,175,42,111,3,18,62,18
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”LIVIU REBREANU” - INTRARE PROFESORI",153,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:16",1074,1064,2,8,0,519,511,0,8,0,502,17,1200,681,223,48,129,4,8,60,30
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ MAREŞ",198,ALBOTA,13935,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:13",871,866,0,5,0,569,564,0,5,0,553,16,936,367,362,36,114,4,2,22,13
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ MARIN BRANIŞTE",479,SUSENI,19007,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:30",857,845,2,3,7,492,482,0,3,7,477,15,950,458,137,48,199,3,9,57,24
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",43,"MUNICIPIUL PITEŞTI",13169,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:43:24",1307,1302,2,3,0,578,575,0,3,0,559,19,1500,922,200,55,154,2,8,118,22
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",42,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:51",1696,1674,15,7,0,724,717,0,7,0,696,28,1800,1076,266,63,151,5,17,158,36
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",44,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:44:36",1526,1506,5,14,1,679,664,0,14,1,649,30,1700,1021,198,67,163,10,14,165,32
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”MARIN SORESCU” RACOVIȚA",167,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:16",1209,1156,0,37,16,745,692,0,37,16,720,25,1300,555,319,87,180,4,10,92,28
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MATEI BASARAB” ( FOSTA ŞCOALA NR. 19)",37,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:41",2186,2155,18,13,0,1007,994,0,13,0,988,19,2300,1293,306,102,246,14,19,246,55
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MATEI BASARAB” ( FOSTA ŞCOALA NR. 19)",36,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:23:46",1859,1851,5,3,0,780,777,0,3,0,748,25,2000,1220,267,80,186,5,14,163,33
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „MATEI BASARAB” (FOSTA ŞCOALĂ NR.19)",38,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:51",1770,1760,6,4,0,752,748,0,4,0,738,14,1900,1148,250,63,184,8,15,185,33
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” (FOSTA ŞCOALA NR.11)",69,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:36",1342,1337,0,5,0,522,517,0,5,0,512,10,1500,978,197,54,121,13,13,100,14
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” (FOSTA ŞCOALA NR.11)",68,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:02:40",1414,1410,0,3,1,569,565,0,3,1,547,22,1600,1031,185,53,147,10,7,128,17
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",13,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:03",1653,1644,0,9,0,706,697,0,9,0,686,20,1800,1094,255,64,169,8,12,132,46
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",11,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:17",1710,1700,1,9,0,670,661,0,9,0,647,23,1800,1130,246,76,132,9,18,129,37
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",10,"MUNICIPIUL PITEŞTI",13169,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:37:38",1732,1721,2,9,0,740,731,0,9,0,721,19,1900,1160,243,83,193,10,24,136,32
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",12,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:38",1814,1808,1,5,0,717,712,0,5,0,694,23,2000,1283,263,79,163,7,18,133,31
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” MIRCEA ELIADE” ( FOSTĂ ŞCOALĂ NR.18)",57,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:26:59",1583,1575,0,8,0,588,580,0,8,0,567,17,1700,1112,237,49,116,8,10,110,37
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” MIRCEA ELIADE” ( FOSTĂ ŞCOALĂ NR.18)",58,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:24",1517,1512,0,5,0,606,601,0,5,0,587,19,1700,1094,227,60,136,6,9,112,37
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA GHIŢULESCU” CUCA",322,CUCA,16132,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:59:06",394,358,0,31,5,275,239,0,31,5,264,11,379,104,144,20,80,0,0,12,8
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”NAE A. GHICA” - SALA CLASĂ PREGĂTITOARE",456,RUCĂR,18527,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:51:03",1406,1361,3,9,33,1018,975,1,9,33,964,48,1505,487,292,77,297,9,10,256,23
