precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"AGACHE DAN-ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COJOCARU DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","LIVOSCHI FLORIN-GRIGORE-PARTIDUL NAȚIONAL LIBERAL-voturi","ANTON VASILE-COSTEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PETCU LARISA-MIHAELA-PARTIDUL S.O.S. ROMÂNIA-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA, ALEXANDRU VLAHUŢĂ",176,"ALEXANDRU VLAHUŢĂ",162069,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:34",679,639,0,4,36,366,326,0,4,36,354,12,700,334,89,252,3,1,9
39,VASLUI,"ȘCOALA PRIMARĂ BUDA",177,"ALEXANDRU VLAHUŢĂ",162069,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:01:38",206,190,0,4,12,117,101,0,4,12,114,3,215,98,21,76,3,13,1
39,VASLUI,"ŞCOALA PRIMARA, GHICANI",178,"ALEXANDRU VLAHUŢĂ",162069,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:21",130,123,0,3,4,74,67,0,3,4,72,1,150,77,26,45,0,0,1
39,VASLUI,"ȘCOALA PRIMARĂ MORĂRENI",179,"ALEXANDRU VLAHUŢĂ",162069,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:46:00",204,192,0,5,7,118,106,0,5,7,100,6,210,104,34,63,2,1,0
