precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GÎNGU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","ZAHARIA SILVIU-PETRE-PARTIDUL SOCIAL DEMOCRAT-voturi","ANTON ANA-LARISA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IDITA MARIUS-FORȚA DREPTEI-voturi","CÎRSTOIU DRAGOŞ-GIGEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL GURA VĂII",182,BUJORENI,168880,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:24:20",1154,1128,1,19,6,653,628,0,19,6,637,16,1244,591,228,387,17,2,3
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL, SAT LUNCA-SALA DE EVENIMENTE PARTER",183,BUJORENI,168880,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:54",671,663,0,6,2,332,324,0,6,2,318,14,730,398,217,93,6,2,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BOGDĂNEŞTI",181,BUJORENI,168880,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:00",673,668,0,3,2,387,382,0,3,2,373,14,730,343,144,191,6,23,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII OLTENI",180,BUJORENI,168880,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:01:12",1727,1699,4,22,2,952,928,0,22,2,928,24,1870,918,508,309,53,23,35
