precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BREZEANU COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","GRECU IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUGA SORIN-VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","OLTEANU ANDREEA-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUGA CONSTANTIN-ALIANȚA PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"GRĂDINIŢA NR.1 TELEGA",589,TELEGA,135789,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:57:03",1079,1064,1,11,3,656,642,0,11,3,644,12,1200,544,319,12,41,111,161
31,PRAHOVA,"SCOALA GENERALA NR.2 TELEGA-VALE",588,TELEGA,135789,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:31",1370,1354,0,11,5,820,804,0,11,5,805,15,1500,680,403,18,33,230,121
31,PRAHOVA,"ŞCOALA GIMNAZIALA NR.1 TELEGA",587,TELEGA,135789,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:50:22",1050,1040,1,7,2,586,577,0,7,2,575,11,1100,514,210,27,72,115,151
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SAT BUŞTENARI",590,TELEGA,135789,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:27:41",467,462,0,5,0,218,213,0,5,0,215,3,500,282,109,7,24,48,27
31,PRAHOVA,"SCOALA PRIMARA SAT MELICEŞTI",591,TELEGA,135789,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:58:08",359,354,0,4,1,216,211,0,4,1,215,1,400,184,71,4,7,96,37
