precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BELEAUA OVIDIU-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","DÂMBOIU DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","PICĂ IOAN-PAUL-PARTIDUL OAMENILOR TINERI-voturi","PUIA GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MARCIU MIHAELA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","IONESCU ANA-LILIANA-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL COPĂCEL",357,HÂRSENI,41113,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:36",545,533,2,8,2,371,360,1,8,2,358,13,600,229,171,135,34,2,10,6
8,BRAŞOV,"CĂMINUL CULTURAL HÂRSENI",356,HÂRSENI,41113,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:53",498,482,0,11,5,290,274,0,11,5,281,9,528,238,87,94,37,29,34,0
8,BRAŞOV,"CĂMINUL CULTURAL MĂRGINENI",358,HÂRSENI,41113,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:53",261,247,0,13,1,186,172,0,13,1,183,3,304,118,40,92,39,1,6,5
8,BRAŞOV,"CĂMINUL CULTURAL SEBEȘ",359,HÂRSENI,41113,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:59:10",695,663,0,19,13,459,427,0,19,13,435,24,700,241,42,315,73,0,3,2
