precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VAIPAN RALUCA-PARTIDUL SOCIAL DEMOCRAT-voturi","LUPAŞCU VALERIAN-IRINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUŢURA FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
7,BOTOŞANI,"LICEUL TEORETIC ”STEFAN D. LUCHIAN”",139,"ORAŞ ŞTEFĂNEŞTI",39168,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:50:54",937,902,0,11,24,485,450,0,11,24,472,13,1000,515,174,15,283
7,BOTOŞANI,"LICEUL TEORETIC ”STEFAN D. LUCHIAN” CORP C2",138,"ORAŞ ŞTEFĂNEŞTI",39168,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:10:18",1205,1163,0,21,21,603,561,0,21,21,572,31,1304,701,211,17,344
7,BOTOŞANI,"SCOALA GIMNAZIALA BOBULESTI",141,"ORAŞ ŞTEFĂNEŞTI",39168,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:30:17",1112,1074,0,5,33,603,565,0,5,33,575,28,1209,606,188,20,367
7,BOTOŞANI,"SCOALA PRIMARA BADIUTI",140,"ORAŞ ŞTEFĂNEŞTI",39168,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:21:51",849,824,0,11,14,431,406,0,11,14,392,39,900,469,97,8,287
7,BOTOŞANI,"SCOALA PRIMARA STANCA",142,"ORAŞ ŞTEFĂNEŞTI",39168,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:25",727,693,0,5,29,373,339,0,5,29,358,15,855,482,131,11,216
