precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",132,"DRAGOŞ VODĂ",93539,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:10",179,154,0,10,15,126,101,0,10,15,123,3,188,62,6,90,21,6
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DRAGOȘ VODĂ - SALA DE SPORT",131,"DRAGOŞ VODĂ",93539,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:01:36",1075,1023,0,21,31,710,658,0,21,31,659,20,1121,442,43,397,182,37
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DRAGOȘ VODĂ - SALA DE SPORT",130,"DRAGOŞ VODĂ",93539,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:56:33",1055,995,0,30,30,718,658,0,30,30,692,26,1098,380,47,445,182,18
