precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRESCU IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","AXINIA ADRIAN-GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NANU VIRGILIU-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","IONESCU GEORGE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PETRACHE ADRIAN-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","NĂSULEA GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi","NEAGU MIHAI-CRISTIAN-ALIANȚA MIȘCAREA, NOI PLOIEȘTENII - REPER-voturi","MUŞUROIA GABRIEL-MIHAIL-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU)",139,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:39",891,885,1,4,1,344,339,0,4,1,330,14,1000,655,45,27,114,68,2,8,46,20
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU”)",137,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:06",1413,1407,3,3,0,606,603,0,3,0,579,27,1600,994,60,53,148,124,14,27,87,66
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",36,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:14",1215,1209,0,6,0,423,417,0,6,0,402,21,1300,877,67,76,92,41,7,33,54,32
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",38,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:04",734,731,0,3,0,227,224,0,3,0,207,20,800,573,46,49,38,13,1,13,37,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",37,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:35:00",1346,1341,2,3,0,486,483,0,3,0,439,47,1400,914,82,61,120,39,8,28,77,24
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANTON PANN”",39,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:42",1465,1458,1,6,0,536,530,0,6,0,514,22,1600,1064,111,77,119,53,10,60,58,26
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ATHANASIE JAN STOICESCU",303,"ARICEŞTII ZELETIN",132137,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:46",944,870,0,17,57,675,601,0,17,57,602,35,948,273,324,57,177,14,3,17,7,3
31,PRAHOVA,"SCOALA GIMNAZIALA BERCENI,SALA DE SPORT PARTER",325,BERCENI,130614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:10",1343,1333,0,10,0,798,788,0,10,0,785,13,1500,702,446,71,107,95,5,31,13,17
31,PRAHOVA,"SCOALA GIMNAZIALA BORDENI",552,SCORŢENI,135164,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:19",775,747,0,15,13,510,482,0,15,13,490,20,832,322,177,28,199,39,1,24,11,11
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”B.P.HASDEU” - (SALA DE SPORT)",166,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:28",1230,1220,1,9,0,492,483,0,9,0,464,28,1300,808,85,50,210,54,3,31,7,24
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ BRAZI",340,BRAZI,130712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:27",1006,954,0,28,24,680,628,0,28,24,625,55,1084,404,319,48,75,42,5,26,9,101
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ BREAZA DE JOS",206,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:55",906,900,1,5,0,477,472,0,5,0,461,16,1000,523,220,34,123,44,2,15,15,8
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ BREAZA DE JOS",207,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:28",982,970,1,10,1,490,478,1,10,1,462,28,1100,610,230,34,97,60,3,21,13,4
31,PRAHOVA,"SCOALA GIMNAZIALA BUGHEA DE JOS",446,"GURA VITIOAREI",131835,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:22",855,847,0,5,3,535,527,0,5,3,513,22,933,395,338,37,96,7,1,27,0,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CANDIANO POPESCU”",7,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:02",1213,1201,3,9,0,528,519,0,9,0,501,27,1300,772,71,47,147,103,16,13,66,38
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CANDIANO POPESCU”",8,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:48",1147,1123,1,6,17,363,340,0,6,17,341,22,1200,837,57,47,91,47,3,38,33,25
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”CANDIANO POPESCU” PLOIEȘTI",35,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 21:33:57",1576,1562,0,13,1,629,615,0,13,1,608,21,1604,975,82,95,142,102,10,32,97,48
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CĂNUŢĂ IONESCU” ORAȘUL URLATI",271,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:01:06",1599,1585,2,9,3,820,807,1,9,3,783,37,1700,867,217,106,298,71,6,54,21,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ CĂRBUNEŞTI",361,CĂRBUNEŞTI,132486,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:35",1335,1309,1,5,20,808,783,0,5,20,771,37,1450,642,278,108,134,215,5,25,2,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ CENTRALĂ",162,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:12",1026,1017,1,6,2,426,418,0,6,2,421,5,1100,674,79,60,202,38,3,16,8,15
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ CENTRALĂ",163,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:51:51",1162,1149,3,8,2,530,520,0,8,2,497,33,1300,770,78,40,253,60,7,22,12,25
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CEZAR PETRESCU”",224,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:22",1231,1218,0,9,4,752,739,0,9,4,705,43,1316,568,157,42,284,131,4,71,7,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CEZAR PETRESCU”",225,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:27",802,799,1,2,0,480,478,0,2,0,454,26,897,417,110,30,171,81,4,48,5,5
31,PRAHOVA,"SCOALA GIMNAZIALĂ CIREŞANU",305,"BABA ANA",132164,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:33",661,644,0,17,0,375,358,0,17,0,353,22,709,334,133,27,96,77,3,8,5,4
31,PRAHOVA,"SCOALA GIMNAZIALA CLASELE I-VIII ALBESTI PALEOLOGU",287,ALBEŞTI-PALEOLOGU,131933,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:58",1453,1448,0,3,2,755,750,0,3,2,723,32,1600,845,139,85,343,75,8,45,13,15
31,PRAHOVA,"SCOALA GIMNAZIALA CLASELE I-VIII SAT VADU PĂRULUI",290,ALBEŞTI-PALEOLOGU,131933,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:17",1488,1474,2,7,5,714,701,1,7,5,685,29,1600,886,63,66,383,131,11,13,11,7
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC",232,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:31",1384,1358,0,7,19,800,774,0,7,19,786,14,1500,700,500,101,150,19,1,10,1,4
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC NR.2",227,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:16",795,791,1,3,0,473,470,0,3,0,459,14,900,427,242,38,126,31,3,12,6,1
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC NR.2",228,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:35",1260,1250,0,8,2,698,688,0,8,2,674,24,1400,702,444,51,122,41,3,8,0,5
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ COMUNA ARICEȘTII RAHTIVANI NR. 96A",296,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:46",1208,1200,0,7,1,734,726,0,7,1,702,32,1208,472,147,49,389,72,4,18,13,10
31,PRAHOVA,"SCOALA GIMNAZIALA, COMUNA BATRANI",323,BĂTRÂNI,136278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:49:17",895,864,0,9,22,565,534,0,9,22,544,21,931,365,64,50,405,7,0,10,5,3
31,PRAHOVA,"ŞCOALA GİMNAZİALĂ COMUNA BOLDEŞTİ-GRADİŞTEA,CORP B",339,BOLDEŞTI-GRADIŞTEA,132379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:50:04",652,624,0,8,20,481,453,0,8,20,450,31,707,226,143,13,88,179,6,14,6,1
31,PRAHOVA,"SCOALA GIMNAZIALA, COMUNA COLCEAG PJ",383,COLCEAG,132752,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:08",1072,1046,0,13,13,1072,1046,0,13,13,552,37,1200,611,317,28,135,25,14,16,12,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA MAGURELE-INVĂŢĂMÂNT PRIMAR",468,MĂGURELE,134014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:21",1360,1355,3,2,0,731,728,1,2,0,708,23,1494,763,289,68,203,70,10,34,22,12
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA MĂGURELE-INVĂŢĂMÂNT PRIMAR",467,MĂGURELE,134014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:32",1239,1238,0,1,0,618,617,0,1,0,581,37,1356,738,223,53,182,61,9,25,16,12
31,PRAHOVA,"SCOALA GIMNAZIALA COMUNA PLOPU",498,PLOPU,134390,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:52",893,869,0,11,13,615,591,0,11,13,601,14,864,249,365,57,127,24,2,13,7,6
31,PRAHOVA,"SCOALA GIMNAZIALA,COMUNA PUCHENII MARI",527,"PUCHENII MARI",134942,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:47:16",1010,992,0,6,12,558,540,0,6,12,538,20,1100,542,262,29,92,83,3,16,3,50
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ COMUNA SĂLCIILE",542,SĂLCIILE,135146,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:41:21",760,606,0,97,57,607,453,0,97,57,583,24,729,122,32,31,282,192,0,29,9,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA SECĂRIA",553,SECĂRIA,135226,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:57",962,941,0,3,18,683,662,0,3,18,657,26,1044,361,252,49,319,17,1,15,1,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ,COMUNA VÎLCĂNEŞTI, SAT CÎRJARI",623,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:05:30",585,559,2,5,19,298,274,0,5,19,278,20,600,302,127,16,86,21,10,8,4,6
31,PRAHOVA,"SCOALA GIMNAZIALĂ CONDURATU",306,"BABA ANA",132164,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:28",993,977,1,15,0,520,505,0,15,0,497,23,1109,589,285,44,97,36,2,18,12,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BREAZA",213,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:35:04",1257,1243,3,9,2,703,692,0,9,2,684,19,1400,697,332,57,176,68,4,17,25,5
31,PRAHOVA,"SCOALA GIMNAZIALA CU CLASELE I-IV SAT ALBESTI MURU",288,ALBEŞTI-PALEOLOGU,131933,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:52",835,822,2,6,5,399,388,0,6,5,385,14,934,535,45,48,197,64,2,12,10,7
31,PRAHOVA,"SCOALA GIMNAZIALA CU CLASELE I-VIII CIOCENI",289,ALBEŞTI-PALEOLOGU,131933,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:12",729,721,0,8,0,391,383,0,8,0,385,6,800,409,123,48,170,16,0,21,3,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII”MITROPOLIT PIMEN GEORGESCU” PROVIŢA DE SUS",525,"PROVIŢA DE SUS",134899,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:57:43",1330,1282,1,4,43,912,865,0,4,43,864,35,1400,501,51,74,489,201,5,35,7,2
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ DRAJNA DE SUS",391,DRAJNA,132896,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:39:05",1221,1216,1,4,0,633,629,0,4,0,613,20,1300,667,310,97,139,30,1,15,3,18
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”DUMITRU BREZEANU”,SAT TEIȘANI,NR.160",584,TEIŞANI,135725,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:57:35",1386,1368,2,14,2,876,860,0,14,2,824,42,1500,634,282,119,204,117,8,27,16,51
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",5,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:33",1242,1231,5,6,0,574,568,0,6,0,548,26,1300,726,66,46,144,148,10,27,62,45
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",6,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:50:33",1181,1164,13,4,0,552,548,0,4,0,523,29,1300,748,58,49,172,97,8,19,74,46
31,PRAHOVA,"SCOALA GIMNAZIALA ”EROILOR” LIPANESTI",464,LIPĂNEŞTI,133964,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:28",851,837,1,9,4,508,494,1,9,4,484,24,920,412,190,42,164,44,4,27,7,6
31,PRAHOVA,"SCOALA GIMNAZIALA ”EROILOR” LIPANESTI",465,LIPĂNEŞTI,133964,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:34",1028,1016,0,4,8,636,624,0,4,8,610,26,1101,465,212,78,240,35,5,21,5,14
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”FLORIN COMIŞEL”",22,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:28:39",1382,1368,1,13,0,558,545,0,13,0,532,26,1400,842,66,73,140,96,7,30,81,39
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”FLORIN COMIȘEL”",21,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:20",1447,1437,3,7,0,532,525,0,7,0,517,15,1500,968,59,64,153,72,8,34,94,33
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",56,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:24",1214,1206,0,7,1,507,499,0,7,1,481,26,1300,793,44,53,174,88,16,13,54,39
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",57,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:26",1285,1274,3,8,0,495,486,1,8,0,472,23,1300,805,52,44,112,115,4,26,71,48
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",85,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:27:34",1233,1219,0,13,1,481,467,0,13,1,463,18,1300,819,55,58,110,56,9,33,86,56
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",87,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:29",1134,1129,0,5,0,469,464,0,5,0,442,22,1200,736,53,43,123,79,9,28,64,43
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",86,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:56",1247,1240,1,6,0,467,461,0,6,0,444,23,1300,833,58,48,128,64,5,30,70,41
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",84,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:17",1193,1186,0,7,0,487,480,0,7,0,470,17,1300,813,58,43,152,64,9,17,88,39
31,PRAHOVA,"ŞCOALA GIMNAZIALA ”GEORGE ENESCU” SALA 3 B",259,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:32",458,451,0,6,1,244,237,0,6,1,227,17,500,256,69,23,84,38,0,6,3,4
31,PRAHOVA,"ŞCOALA GIMNAZIALA ”GEORGE ENESCU” SALA I B",260,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:57",795,781,2,8,4,437,425,0,8,4,406,31,900,463,98,72,118,70,8,19,8,13
31,PRAHOVA,"SCOALA GIMNAZIALA GHEORGHE COSTESCU ALUNIS",291,ALUNIŞ,131988,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:11",1123,1095,0,18,10,780,752,0,18,10,739,41,1196,416,150,97,311,137,5,20,12,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR” COMUNA BĂRCĂNEŞTI",317,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:47",1349,1349,0,0,0,587,587,0,0,0,559,28,1513,926,85,90,245,67,7,28,14,23
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR” COMUNA BĂRCĂNEŞTI",316,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:39",1315,1312,1,2,0,536,534,0,2,0,502,34,1413,877,155,91,152,35,10,29,8,22
31,PRAHOVA,"SCOALA GIMNAZIALA GORNET",436,GORNET,133562,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:51",957,952,0,3,2,631,626,0,3,2,601,30,1000,369,173,49,325,20,3,15,11,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GRIGORE MOISIL”",144,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:09:41",1045,1040,1,4,0,388,384,0,4,0,367,21,1100,712,32,35,101,64,4,13,83,35
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GRIGORE MOISIL”",143,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:02:57",998,989,2,7,0,368,361,0,7,0,349,19,1100,732,46,39,110,52,4,18,59,21
31,PRAHOVA,"SCOALA GIMNAZIALA GURA VITIOAREI",445,"GURA VITIOAREI",131835,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:21",1652,1649,0,1,2,898,895,0,1,2,871,27,1831,933,406,96,262,34,4,36,16,17
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",142,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:12",1481,1440,36,5,0,633,627,1,5,0,604,29,1600,967,70,49,154,134,9,27,108,53
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",140,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:06",789,781,0,8,0,323,315,0,8,0,307,16,900,577,45,23,79,66,9,17,41,27
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",141,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:56",1072,1064,3,5,0,475,470,0,5,0,450,25,1200,725,45,41,136,99,6,22,61,40
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ HOMORÎCIU",456,IZVOARELE,133795,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:57",921,915,0,5,1,490,484,0,5,1,463,27,1010,520,59,57,292,14,4,12,8,17
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ HOMORÎCIU",457,IZVOARELE,133795,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:26",783,764,13,5,1,390,384,0,5,1,373,17,844,454,55,31,238,10,1,12,3,23
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",80,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:49",1718,1714,0,3,1,829,826,0,2,1,788,41,1900,1071,105,73,198,174,3,29,118,88
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",78,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:20:09",1503,1495,4,4,0,632,628,0,4,0,609,23,1600,968,69,69,176,110,9,33,92,51
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",79,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:34",1832,1820,2,10,0,827,817,0,10,0,775,52,1900,1021,107,94,193,141,7,36,113,84
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",81,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:43",1408,1381,4,6,17,602,579,0,6,17,578,24,1500,898,61,54,181,92,6,27,108,49
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",112,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:49",1366,1365,0,1,0,587,586,0,1,0,556,31,1498,911,83,48,127,5,23,130,73,67
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",114,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:18",1200,1192,0,8,0,563,555,0,8,0,527,36,1300,737,75,58,154,91,3,24,80,42
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",113,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:12",1322,1314,0,8,0,592,584,0,8,0,573,17,1400,810,71,63,172,113,12,18,73,51
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”IENĂCHIȚĂ VĂCĂRESCU”",111,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:26",1037,1030,0,7,0,427,420,0,7,0,410,17,1200,773,53,45,109,84,5,15,68,31
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHŢĂ VĂCĂRESCU”",115,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:43",873,866,1,6,0,382,376,0,6,0,357,25,900,518,38,35,95,72,4,24,58,31
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”INGINER GHEORGHE PĂNCULESCU”",279,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:35",1247,1242,1,4,0,675,671,0,4,0,645,30,1400,725,81,67,315,46,6,22,11,97
31,PRAHOVA,"SCOALA GIMNAZIALA INOTESTI-COLCEAG-STRUCTURA",384,COLCEAG,132752,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:00:12",1360,1340,0,8,12,799,779,0,8,12,767,32,1380,581,122,90,402,70,5,32,37,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ÎNVĂŢĂTOR ION MATEESCU” POIANA-CĂMPINA",506,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:06:11",996,989,0,5,2,587,580,0,5,2,564,23,1100,513,306,43,137,28,5,25,9,11
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",312,BĂNEŞTI,132315,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:18",1354,1333,5,5,11,763,747,0,5,11,727,36,1500,737,177,72,364,51,10,22,11,20
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",315,BĂNEŞTI,132315,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:26",963,931,1,11,20,548,517,0,11,20,523,25,950,402,232,45,151,35,5,29,18,8
