precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
41,VRANCEA,"CASA PRAZNICALĂ CIOLĂNEȘTI",168,FITIONEŞTI,176150,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:33",140,129,1,10,0,80,70,0,10,0,79,1,141,61,22,32,7,6,12
41,VRANCEA,"CASA PRAZNICALĂ FITIONEȘTI",166,FITIONEŞTI,176150,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:59:47",653,641,1,8,3,358,347,0,8,3,341,17,705,347,44,156,41,31,69
41,VRANCEA,"CASA PRAZNICALĂ GHIMICEȘTI",169,FITIONEŞTI,176150,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:54:20",312,301,0,11,0,167,156,0,11,0,158,9,331,164,28,52,19,12,47
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 FITIONEȘTI",167,FITIONEŞTI,176150,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:49",511,505,0,4,2,294,288,0,4,2,286,8,558,264,66,105,26,36,53
41,VRANCEA,"ȘCOALA PRIMARĂ MĂNASTIOARA",170,FITIONEŞTI,176150,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:29:21",481,472,0,9,0,256,247,0,9,0,244,12,519,263,58,89,27,31,39
