precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPREAN DUMITRU-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ONEASĂ EMANUEL-DOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","MITUCĂ OVIDIU-BĂIUŢI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BALOMIR",467,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:42:39",271,258,2,5,6,193,182,0,5,6,181,12,280,87,109,24,48
22,HUNEDOARA,"CĂMINUL CULTURAL BUCIUM-ORLEA",469,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:03:28",181,168,1,6,6,180,168,0,6,6,130,0,190,60,92,21,17
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNPETRU",472,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:08",213,200,0,8,5,160,149,0,8,3,157,3,226,66,110,29,18
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA-ORLEA",466,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:42:32",636,619,0,8,9,452,435,0,8,9,444,8,690,238,270,86,88
22,HUNEDOARA,"ŞCOALA PRIMARĂ BĂRĂŞTII-HAŢEGULUI",468,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:59",285,272,1,3,9,182,169,1,3,9,172,10,310,128,101,46,25
22,HUNEDOARA,"ŞCOALA PRIMARĂ CIOPEIA",470,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:24",350,337,0,7,6,214,201,0,7,6,200,14,380,166,144,33,23
22,HUNEDOARA,"ŞCOALA PRIMARĂ SUBCETATE",473,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:15:40",478,458,1,10,9,349,329,1,10,9,330,18,532,184,200,43,87
22,HUNEDOARA,"ŞCOALA SĂCEL",471,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:21",242,234,0,1,7,163,155,0,1,7,157,6,260,97,115,32,10
