precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUHA FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BURGHELEA JAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PETREA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","BONDREA MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","ANGHELUŢĂ LUCIAN-NICU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
41,VRANCEA,"CAMINUL CULTURAL",190,HOMOCEA,176445,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:14",1679,1653,0,7,19,466,440,0,7,19,425,41,1840,1374,12,26,344,38,5
41,VRANCEA,"CAMINUL CULTURAL",194,HOMOCEA,176445,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:44",990,974,0,3,13,514,498,0,3,13,487,27,1093,579,17,64,352,31,23
41,VRANCEA,"GRADINITA NR. 1 CENTRU HOMOCEA",191,HOMOCEA,176445,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:09",1726,1695,0,8,23,544,513,0,8,23,511,33,1899,1355,27,17,414,41,12
41,VRANCEA,"SCOALA CU CLASELE I-VIII",192,HOMOCEA,176445,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:23:29",1269,1252,0,4,13,491,474,0,4,13,467,24,1404,913,36,19,376,24,12
41,VRANCEA,"ȘCOALA VECHE SAT COSTIȘA",193,HOMOCEA,176445,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:12",300,293,0,7,0,150,143,0,7,0,141,9,324,174,3,11,121,2,4
