precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
32,"SATU MARE","PRIMARIA CRAIDOROLT",180,CRAIDOROLŢ,137443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:43",855,842,5,7,1,516,505,3,7,1,440,76,900,384,154,12,100,153,11,10
32,"SATU MARE","ŞCOALA PRIMARĂ CRIŞENI",181,CRAIDOROLŢ,137443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:02:53",142,136,0,6,0,68,62,0,6,0,63,5,197,129,29,15,1,5,10,3
32,"SATU MARE","ŞCOALA PRIMARĂ ERIU SÂNCRAI",182,CRAIDOROLŢ,137443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:47",484,474,0,5,5,306,296,0,5,5,282,24,500,194,77,6,66,9,105,19
32,"SATU MARE","ŞCOALA PRIMARĂ SATU MIC",183,CRAIDOROLŢ,137443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:50",171,159,1,11,0,108,97,0,11,0,104,4,200,92,44,3,2,10,39,6
