precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA EMIL RACOVIŢĂ",266,DĂNEŞTI,163253,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:27",642,624,0,3,15,342,324,0,3,15,318,24,700,332,150,24,45,61,38
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”GRIGORE T POPA” DĂNEȘTI",264,DĂNEŞTI,163253,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:26:38",438,430,0,1,7,253,245,0,1,7,245,8,500,247,142,18,58,16,11
39,VASLUI,"ŞCOALA PRIMARA BEREASA",265,DĂNEŞTI,163253,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:20:26",291,285,0,5,1,158,152,0,5,1,147,11,300,142,42,7,14,40,44
39,VASLUI,"ŞCOALA PRIMARA TĂTĂRĂNI",267,DĂNEŞTI,163253,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:15:09",153,149,0,4,0,71,67,0,4,0,67,4,163,92,27,8,5,13,14
