precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXANDRU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MITROIU MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIRA NICOLAE-MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TUDOR PETRE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DRĂGĂEŞTI-PĂMÂNTENI",291,MĂNEŞTI,68002,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:52:45",1930,1924,0,6,0,1113,1107,0,6,0,1077,30,2107,1000,833,79,158,7
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DRĂGĂEŞTI-UNGURENI",292,MĂNEŞTI,68002,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:00",1096,1090,1,5,0,659,654,0,5,0,647,12,1200,541,458,50,99,40
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ MĂNEȘTI",290,MĂNEŞTI,68002,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:13",1090,1085,2,3,0,664,661,0,3,0,639,25,1190,526,428,44,159,8
