precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
26,MARAMUREŞ,"COLEGIUL ECONOMIC „PINTEA VITEAZUL”",150,"ORAŞ CAVNIC",106782,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:41",1679,1611,2,9,57,914,848,0,9,57,892,20,1800,886,417,123,248,59,45
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",152,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:51:51",795,761,1,7,26,415,382,0,7,26,398,17,855,440,166,115,87,18,12
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 2",151,"ORAŞ CAVNIC",106782,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:02",1748,1636,1,28,83,977,867,1,28,81,961,16,1800,823,441,148,239,101,32
