precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROTARU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TURCILĂ VASILE-LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","GIORGI NICOLAE-MARIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"CĂMINUL CULTURAL FRĂTEȘTI",237,LELEŞTI,80677,3,PART,PRCNCT,P,P_SV,"2024-06-12 17:33:01",329,290,0,39,0,256,217,0,39,0,255,1,300,44,32,222,1
20,GORJ,"ȘCOALA GENERALA ”ION GRIGOROIU” LELEȘTI",236,LELEŞTI,80677,2,PART,PRCNCT,P,P_SV,"2024-06-12 09:57:05",1021,951,1,56,13,783,714,0,56,13,773,10,1100,317,309,452,12
20,GORJ,"ȘCOALA PRIMARĂ RASOVIȚA",238,LELEŞTI,80677,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:29",185,168,0,15,2,134,117,0,15,2,129,5,224,90,69,60,0
