precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
28,MUREŞ,"CĂMIN CULTURAL CHIRILEU",515,SÂNPAUL,119466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:44",725,714,3,6,2,416,408,0,6,2,381,35,790,374,36,57,75,199,14
28,MUREŞ,"CĂMINUL CULTURAL",518,SÂNPAUL,119466,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:53:30",1020,962,0,13,45,730,672,0,13,45,717,12,1050,313,622,10,63,15,7
28,MUREŞ,"CĂMINUL CULTURAL",516,SÂNPAUL,119466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:24:36",153,138,4,6,5,82,71,0,6,5,81,1,160,78,67,1,8,4,1
28,MUREŞ,"CĂMINUL CULTURAL",517,SÂNPAUL,119466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:14:41",228,220,3,5,0,119,114,0,5,0,109,10,240,121,14,8,67,16,4
28,MUREŞ,"CĂMINUL CULTURAL SÂNPAUL",514,SÂNPAUL,119466,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:59:52",1456,1407,1,2,46,915,867,0,2,46,870,45,1531,616,309,31,142,347,41
