precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VLAD MARIAN-NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VASILICĂ CONSTANTIN-EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","BADEA ŞTEFAN-DANIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","MARIN DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ DUMITRU PĂTRAȘCU",108,"CREVEDIA MARE",102348,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:04:39",1500,1482,0,17,1,1104,1086,0,17,1,1079,25,1630,524,15,437,611,16
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NICOLAE CREVEDIA",107,"CREVEDIA MARE",102348,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:22:59",1192,1178,0,12,2,805,791,0,12,2,784,21,1289,484,11,175,571,27
19,GIURGIU,"ŞCOALA PRIMARĂ NR 1 DEALU",109,"CREVEDIA MARE",102348,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:27:30",1112,1104,0,6,2,675,667,0,6,2,586,89,1209,534,15,237,309,25
