precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COVAŞ SIMONA-PARTIDUL SOCIAL DEMOCRAT-voturi","NICHITEANU VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","ALUNGEI DAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"CAMIN CULTURAL RADAUTI-PRUT",343,RĂDĂUŢI-PRUT,38633,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:37:39",703,691,0,5,7,303,291,0,5,7,293,10,800,497,76,162,55
7,BOTOŞANI,"CAMINUL CULTURAL SAT MIORCANI",344,RĂDĂUŢI-PRUT,38633,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:52:20",665,650,0,0,15,333,318,0,0,15,321,12,700,367,75,228,18
7,BOTOŞANI,"CAMINUL CULTURAL SAT MIORCANI",345,RĂDĂUŢI-PRUT,38633,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:01:44",610,590,0,2,18,301,281,0,2,18,288,13,700,399,82,196,10
7,BOTOŞANI,"CAMINUL CULTURAL SAT REDIU",346,RĂDĂUŢI-PRUT,38633,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:11:50",685,651,0,5,29,342,308,0,5,29,331,11,729,387,88,204,39
