precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"URS IOAN-MARINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","POP ŞTEFAN-PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LAURUS GHEORGHE-DAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
2,ARAD,"CĂMIN CULTURAL",303,IGNEŞTI,11307,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:42:02",187,170,0,15,2,154,137,0,15,2,152,2,188,34,79,70,3
2,ARAD,"CĂMINUL CULTURAL IGNEŞTI",300,IGNEŞTI,11307,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:56",218,205,0,5,8,169,156,0,5,8,157,12,228,59,83,60,14
2,ARAD,"CĂMINUL CULTURAL NĂDĂLBEȘTI",302,IGNEŞTI,11307,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:59:29",114,104,0,8,2,72,62,0,8,2,70,2,116,44,25,45,0
2,ARAD,"CLĂDIREA FOSTEI ȘCOLI PRIMARE MINEAD",301,IGNEŞTI,11307,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:44",76,64,0,9,3,65,53,0,9,3,65,0,88,23,55,10,0
