precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPESCU EMIL-PARTIDUL SOCIAL DEMOCRAT-voturi","CONSTANTINESCU LEONTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
30,OLT,"ŞCOALA CU CLASELE I-VIII BĂLĂNEŞTI",243,MĂRUNŢEI,127493,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:51:05",1158,1105,0,44,9,745,692,0,44,9,712,27,1228,483,501,211
30,OLT,"ŞCOALA CU CLASELE I-VIII MĂRUNŢEI",242,MĂRUNŢEI,127493,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:07",1195,1128,0,53,14,794,727,0,53,14,748,13,1263,502,498,250
30,OLT,"ŞCOALA PRIMARĂ MALU-ROŞU",244,MĂRUNŢEI,127493,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:13:57",125,115,0,9,1,81,71,0,9,1,79,2,150,69,48,31
30,OLT,"ŞCOALA PRIMARĂ VIIŞOARA",241,MĂRUNŢEI,127493,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:19",847,793,0,43,11,627,573,0,43,11,564,9,907,334,418,146
