precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
37,TIMIŞ,"BIBLIOTECA COMUNALĂ ORȚIȘOARA",498,ORŢIŞOARA,158010,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:09",977,956,4,12,5,581,563,1,12,5,564,17,1000,419,192,35,57,160,0,0,88,32
37,TIMIŞ,"CĂMINUL CULTURAL SECEANI",501,ORŢIŞOARA,158010,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:09",503,493,2,8,0,286,278,0,8,0,281,5,525,239,128,26,35,52,6,2,22,10
37,TIMIŞ,"ŞCOALA PRIMARĂ CĂLACEA",499,ORŢIŞOARA,158010,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:27",645,613,6,14,12,407,380,1,14,12,387,20,700,293,205,25,6,115,6,2,25,3
37,TIMIŞ,"ŞCOALA PRIMARĂ CORNEŞTI",500,ORŢIŞOARA,158010,2,PART,PRCNCT,CL,CL_SV,"2024-06-15 13:49:51",600,576,5,13,6,373,352,2,13,6,356,17,690,317,143,11,42,84,0,20,50,6
37,TIMIŞ,"ȘCOALA PRIMARĂ ORȚIȘOARA",497,ORŢIŞOARA,158010,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:02",1167,1156,3,4,4,639,631,0,4,4,612,27,1200,561,172,48,56,218,6,2,65,45
