precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"URSACHE PETRU-OCTAVIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MUCILENIŢA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","AGRIGOROAEI PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
35,SUCEAVA,"SCOALA CU CLASELE I-IV COTU BAII",302,"FÂNTÂNA MARE",151488,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:15",760,758,0,2,0,383,381,0,2,0,372,11,850,467,271,86,15
35,SUCEAVA,"SCOALA CU CLASELE I-IV FANTANA MARE",301,"FÂNTÂNA MARE",151488,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:57:00",881,873,1,0,7,522,514,1,0,7,494,28,970,448,289,179,26
35,SUCEAVA,"SCOALA CU CLASELE I-IV PRAXIA",303,"FÂNTÂNA MARE",151488,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:34:02",129,123,0,6,0,63,57,0,6,0,58,5,135,72,24,30,4
35,SUCEAVA,"SCOALA CU CLASELE I-IV SPĂTĂREȘTI",304,"FÂNTÂNA MARE",151488,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:51:28",397,392,0,5,0,186,181,0,5,0,177,9,421,235,116,60,1
