precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NAN SILVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","CRĂCIUN ANDREI-LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BOIU DE SUS",373,GURASADA,89687,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:47:39",77,70,0,7,0,57,50,0,7,0,57,0,80,23,44,13
22,HUNEDOARA,"CĂMINUL CULTURAL CÂMPURI-SURDUC",375,GURASADA,89687,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:21",362,329,0,23,10,227,194,0,23,10,187,40,350,123,158,29
22,HUNEDOARA,"SALĂ DE ȘEDINȚE PRIMĂRIA COMUNEI GURASADA",372,GURASADA,89687,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:21",623,552,0,47,24,417,346,0,47,24,401,16,650,233,255,146
22,HUNEDOARA,"ŞCOALA GENERALĂ CĂRMĂZĂNEŞTI",374,GURASADA,89687,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:56:50",77,72,0,5,0,50,45,0,5,0,48,2,80,30,27,21
