precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICOLA GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","MINEA ADRIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","AVĂDĂNEI NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL ALIMAN",373,ALIMAN,61005,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:33",418,409,0,5,4,238,229,0,5,4,231,7,448,210,188,30,13
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DAN SPATARU” ALIMAN",372,ALIMAN,61005,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:34",638,619,0,11,8,414,395,0,11,8,402,12,672,258,377,21,4
14,CONSTANŢA,"SCOALA GIMNAZIALA NR. 1 DUNARENI",374,ALIMAN,61005,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:48",1094,1079,1,4,10,700,686,0,4,10,679,21,1189,489,335,336,8
