precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 TÂNTAVA",148,GRĂDINARI,103407,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:43:28",1036,973,0,59,4,670,607,0,59,4,646,24,1310,640,334,211,8,93
19,GIURGIU,"ŞCOALA GIMNZIALA NR. 1 GRADINARI",147,GRĂDINARI,103407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:08:05",856,810,4,25,17,584,542,0,25,17,559,25,800,216,228,271,16,44
19,GIURGIU,"ŞCOALA PRIMARA NR. 3 ZORILE",149,GRĂDINARI,103407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:41",902,860,0,22,20,603,561,0,22,20,593,10,800,197,220,240,101,32
