precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ CĂPRENI",179,CĂPRENI,79497,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:00",759,734,1,9,15,405,381,0,9,15,380,25,800,395,12,33,172,163
20,GORJ,"ŞCOALA PRIMARĂ BULBUCENI",180,CĂPRENI,79497,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:11:11",368,362,0,2,4,221,215,0,2,4,206,15,400,179,18,17,81,90
20,GORJ,"ŞCOALA PRIMARĂ CĂPRENI DE SUS",181,CĂPRENI,79497,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:40",500,481,0,9,10,276,257,0,9,10,260,16,573,297,10,6,103,141
