precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEGRE ALEXANDRU-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL COMLOŞU MARE",358,"COMLOŞU MARE",156437,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:04:11",1530,1521,1,6,2,710,702,0,6,2,635,74,1600,890,414,147,64,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMLOŞU MARE",357,"COMLOŞU MARE",156437,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:11:30",1505,1452,1,5,47,686,633,1,5,47,648,38,1551,865,393,176,62,17
37,TIMIŞ,"ŞCOALA PRIMARĂ COMLOŞU MIC",359,"COMLOŞU MARE",156437,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:44:09",881,878,1,2,0,397,395,0,2,0,379,18,948,551,273,57,40,9
37,TIMIŞ,"ŞCOALA PRIMARĂ LUNGA",360,"COMLOŞU MARE",156437,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:01",464,458,0,5,1,204,198,0,5,1,188,16,700,496,118,33,21,16
