precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞERBU ANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPA RADU-PARTIDUL NAȚIONAL LIBERAL-voturi"
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII BATOGU",179,CIREŞU,43019,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:55",464,446,0,1,17,295,277,0,1,17,294,1,432,137,5,289
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII CIREȘU",178,CIREŞU,43019,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:01",710,675,0,3,32,430,395,0,3,32,424,6,600,170,5,419
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII SCĂRLĂTEȘTI",180,CIREŞU,43019,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:32",609,585,0,2,22,392,368,0,2,22,385,7,552,160,21,364
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII VULTURENI",181,CIREŞU,43019,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:31",420,394,0,6,20,291,265,0,6,20,288,3,400,109,8,280
