precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VARGA ERVIN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","AMBRUS JENŐ-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
28,MUREŞ,"PAROHIA UNITARIANĂ VADU",551,VĂRGATA,120076,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:03",215,212,1,1,1,97,95,0,1,1,89,8,240,143,51,38
28,MUREŞ,"ŞCOALA GIMNAZIALĂ VĂRGATA",549,VĂRGATA,120076,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:33:43",655,637,1,2,15,352,335,0,2,15,332,20,713,361,211,121
28,MUREŞ,"ŞCOALA PRIMARĂ GRÂUŞORUL",550,VĂRGATA,120076,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:34:48",167,157,0,7,3,67,57,0,7,3,58,6,180,116,51,7
28,MUREŞ,"ŞCOALA PRIMARĂ VALEA",552,VĂRGATA,120076,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:01",569,546,0,3,20,327,304,0,3,20,310,17,620,293,219,91
