precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"CĂMINUL CULTURAL ALMAŞ",176,ALMAŞ,9743,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:02:44",1131,1083,4,10,34,760,717,1,8,34,741,19,1190,430,308,159,97,41,136
2,ARAD,"CĂMINUL CULTURAL CIL",177,ALMAŞ,9743,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:47",447,430,0,5,12,277,260,0,5,12,263,14,490,213,134,66,31,20,12
2,ARAD,"CĂMINUL CULTURAL JOIA MARE",178,ALMAŞ,9743,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:43",149,140,0,6,3,100,91,0,6,3,98,2,150,50,34,28,12,6,18
2,ARAD,"CĂMINUL CULTURAL RĂDEŞTI",179,ALMAŞ,9743,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:27:17",344,317,0,10,17,255,228,0,10,17,240,15,370,115,103,78,23,22,14
