precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOBRE COSTICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","BARAC VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","MARCHIDAN MARINICĂ-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","CODREANU CRISTIAN-PARTIDUL ECOLOGIST ROMÂN-voturi"
9,BRĂILA,"CĂMINUL CULTURAL ŞUŢEŞTI",246,ŞUŢEŞTI,44140,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:46",1086,1042,0,9,35,650,606,0,9,35,630,20,1161,511,387,228,4,11
9,BRĂILA,"GRĂDINIȚA 25 LOCURI",249,ŞUŢEŞTI,44140,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:15",288,269,1,13,5,173,155,0,13,5,168,5,318,145,53,113,0,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",248,ŞUŢEŞTI,44140,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:06",927,907,0,5,15,578,558,0,5,15,560,18,952,374,342,212,1,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",247,ŞUŢEŞTI,44140,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:50",1239,1209,1,6,23,791,762,0,6,23,751,40,1340,549,534,200,5,12
