precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂJAN OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂLOIANU COSTICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOCANU DRAGOŞ-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi"
9,BRĂILA,"ȘCOALA GIMNAZIALĂ RÎMNICELU",219,RÂMNICELU,43732,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:06",1062,1061,1,0,0,546,545,1,0,0,527,19,1200,654,39,30,458
9,BRĂILA,"ȘCOALA PRIMARĂ CONSTANTINEȘTI",220,RÂMNICELU,43732,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:03",265,260,0,5,0,154,149,0,5,0,151,3,276,122,18,8,125
9,BRĂILA,"ȘCOALA PRIMARĂ MIHAIL KOGĂLNICEANU",221,RÂMNICELU,43732,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:26:04",195,194,0,1,0,115,114,0,1,0,106,9,212,97,22,4,80
