precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PORZSOLT LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL FOTOŞ",149,GHIDFALĂU,64345,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:31",297,291,0,0,6,215,209,0,0,6,207,8,300,85,207
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL GHIDFALĂU",147,GHIDFALĂU,64345,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:23:23",933,914,4,2,13,427,409,3,2,13,408,19,1059,632,408
15,COVASNA,"CLĂDIREA POPICĂRIEI ZOLTAN",150,GHIDFALĂU,64345,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:25",364,353,0,0,11,204,193,0,0,11,193,11,400,196,193
15,COVASNA,"ȘCOALA PRIMARĂ ”FORRÓ ELEK”",148,GHIDFALĂU,64345,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:18:54",558,545,4,1,8,269,260,0,1,8,258,11,600,331,258
