precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
2,ARAD,"CĂMINUL CULTURAL CORBEŞTI",329,PETRIŞ,11664,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:03",155,143,1,8,3,110,99,0,8,3,106,4,160,50,34,43,9,12,8,0
2,ARAD,"CĂMINUL CULTURAL ILTEU",330,PETRIŞ,11664,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:46",201,184,6,10,1,119,105,3,10,1,115,4,200,81,37,67,1,5,3,2
2,ARAD,"CĂMINUL CULTURAL OBÂRŞIA",331,PETRIŞ,11664,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:09",82,76,0,6,0,65,59,0,6,0,58,7,84,19,10,26,17,2,2,1
2,ARAD,"CĂMINUL CULTURAL ROŞIA NOUĂ",332,PETRIŞ,11664,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:13",218,205,0,5,8,159,146,0,5,8,153,6,230,71,45,63,10,3,29,3
2,ARAD,"CĂMINUL CULTURAL SELIŞTE",333,PETRIŞ,11664,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:02:02",100,86,0,12,2,76,62,0,12,2,74,2,108,32,28,30,6,3,3,4
2,ARAD,"PRIMĂRIA PETRIŞ",328,PETRIŞ,11664,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:11:19",426,393,1,23,9,282,249,1,23,9,267,14,430,149,90,115,15,27,10,10
