precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANTON MARICEL-PARTIDUL SOCIAL DEMOCRAT-voturi","STRĂCHINARIU OVIDIU-CORNELIU-PARTIDUL NAȚIONAL LIBERAL-voturi"
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 CURTEȘTI",218,CURTEŞTI,35759,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:43:11",1395,1382,7,4,2,713,705,2,4,2,686,27,1500,787,424,262
7,BOTOŞANI,"ȘCOALA AGAFTON",219,CURTEŞTI,35759,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:27:13",227,218,0,9,0,129,120,0,9,0,129,0,300,171,104,25
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ „NECULAI LEON” BĂICENI",220,CURTEŞTI,35759,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:34",755,747,2,5,1,385,377,2,5,1,363,22,800,415,216,147
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 1 ORĂȘENI- DEAL, CORP B",222,CURTEŞTI,35759,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:29",960,957,0,3,0,482,479,0,3,0,466,16,1008,526,235,231
7,BOTOŞANI,"ȘCOALA MĂNĂSTIREA DOAMNEI",221,CURTEŞTI,35759,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:27:44",1322,1312,2,3,5,704,696,0,3,5,687,17,1400,696,402,285
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 2 ORĂȘENI-VALE",223,CURTEŞTI,35759,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:21",557,547,0,5,5,303,293,0,5,5,287,16,643,340,102,185
